,Date,Prefecture,Severe cases
4630,2020/8/13,Shizuoka,2
4631,2020/8/13,Aichi,13
4632,2020/8/13,Mie,2
4633,2020/8/13,Shiga,4
4634,2020/8/13,Kyoto,3
4635,2020/8/13,Osaka,53
4636,2020/8/13,Hyogo,14
4637,2020/8/13,Nara,1
4638,2020/8/13,Wakayama,4
4639,2020/8/13,Tottori,0
4640,2020/8/13,Shimane,0
4641,2020/8/13,Okayama,0
4642,2020/8/13,Hiroshima,1
4643,2020/8/13,Yamaguchi,0
4644,2020/8/13,Tokushima,0
4645,2020/8/13,Kagawa,1
4646,2020/8/13,Ehime,0
4647,2020/8/13,Kochi,0
4648,2020/8/13,Fukuoka,21
4649,2020/8/13,Saga,0
4650,2020/8/13,Nagasaki,0
4651,2020/8/13,Kumamoto,3
4652,2020/8/13,Oita,0
4653,2020/8/13,Miyazaki,0
4654,2020/8/13,Kagoshima,2
4655,2020/8/13,Okinawa,14
4656,2020/8/14,ALL,229
4657,2020/8/14,Hokkaido,3
4658,2020/8/14,Aomori,0
4659,2020/8/14,Iwate,0
4660,2020/8/14,Miyagi,1
4661,2020/8/14,Akita,0
4662,2020/8/14,Yamagata,0
4663,2020/8/14,Fukushima,1
4664,2020/8/14,Ibaraki,2
4665,2020/8/14,Tochigi,4
4666,2020/8/14,Gunma,0
4667,2020/8/14,Saitama,10
4668,2020/8/14,Chiba,7
4669,2020/8/14,Tokyo,24
4670,2020/8/14,Kanagawa,22
4671,2020/8/14,Niigata,0
4672,2020/8/14,Toyama,0
4673,2020/8/14,Ishikawa,3
4674,2020/8/14,Fukui,1
4675,2020/8/14,Yamanashi,0
4676,2020/8/14,Nagano,0
4677,2020/8/14,Gifu,3
4678,2020/8/14,Shizuoka,2
4679,2020/8/14,Aichi,13
4680,2020/8/14,Mie,2
4681,2020/8/14,Shiga,4
4682,2020/8/14,Kyoto,3
4683,2020/8/14,Osaka,64
4684,2020/8/14,Hyogo,14
4685,2020/8/14,Nara,1
4686,2020/8/14,Wakayama,3
4687,2020/8/14,Tottori,0
4688,2020/8/14,Shimane,0
4689,2020/8/14,Okayama,0
4690,2020/8/14,Hiroshima,1
4691,2020/8/14,Yamaguchi,0
4692,2020/8/14,Tokushima,0
4693,2020/8/14,Kagawa,0
4694,2020/8/14,Ehime,0
4695,2020/8/14,Kochi,0
4696,2020/8/14,Fukuoka,19
4697,2020/8/14,Saga,0
4698,2020/8/14,Nagasaki,0
4699,2020/8/14,Kumamoto,3
4700,2020/8/14,Oita,0
4701,2020/8/14,Miyazaki,0
4702,2020/8/14,Kagoshima,2
4703,2020/8/14,Okinawa,17
4704,2020/8/15,ALL,232
4705,2020/8/15,Hokkaido,3
4706,2020/8/15,Aomori,0
4707,2020/8/15,Iwate,0
4708,2020/8/15,Miyagi,1
4709,2020/8/15,Akita,0
4710,2020/8/15,Yamagata,0
4711,2020/8/15,Fukushima,1
4712,2020/8/15,Ibaraki,2
4713,2020/8/15,Tochigi,4
4714,2020/8/15,Gunma,0
4715,2020/8/15,Saitama,10
4716,2020/8/15,Chiba,7
4717,2020/8/15,Tokyo,23
4718,2020/8/15,Kanagawa,22
4719,2020/8/15,Niigata,0
4720,2020/8/15,Toyama,0
4721,2020/8/15,Ishikawa,3
4722,2020/8/15,Fukui,1
4723,2020/8/15,Yamanashi,0
4724,2020/8/15,Nagano,0
4725,2020/8/15,Gifu,3
4726,2020/8/15,Shizuoka,2
4727,2020/8/15,Aichi,13
4728,2020/8/15,Mie,2
4729,2020/8/15,Shiga,4
4730,2020/8/15,Kyoto,3
4731,2020/8/15,Osaka,70
4732,2020/8/15,Hyogo,14
4733,2020/8/15,Nara,1
4734,2020/8/15,Wakayama,3
4735,2020/8/15,Tottori,0
4736,2020/8/15,Shimane,0
4737,2020/8/15,Okayama,0
4738,2020/8/15,Hiroshima,1
4739,2020/8/15,Yamaguchi,0
4740,2020/8/15,Tokushima,0
4741,2020/8/15,Kagawa,0
4742,2020/8/15,Ehime,0
4743,2020/8/15,Kochi,0
4744,2020/8/15,Fukuoka,17
4745,2020/8/15,Saga,0
4746,2020/8/15,Nagasaki,0
4747,2020/8/15,Kumamoto,3
4748,2020/8/15,Oita,0
4749,2020/8/15,Miyazaki,0
4750,2020/8/15,Kagoshima,2
4751,2020/8/15,Okinawa,17
4752,2020/8/16,ALL,242
4753,2020/8/16,Hokkaido,3
4754,2020/8/16,Aomori,0
4755,2020/8/16,Iwate,0
4756,2020/8/16,Miyagi,1
4757,2020/8/16,Akita,0
4758,2020/8/16,Yamagata,0
4759,2020/8/16,Fukushima,1
4760,2020/8/16,Ibaraki,2
4761,2020/8/16,Tochigi,4
4762,2020/8/16,Gunma,0
4763,2020/8/16,Saitama,11
4764,2020/8/16,Chiba,6
4765,2020/8/16,Tokyo,25
4766,2020/8/16,Kanagawa,22
4767,2020/8/16,Niigata,0
4768,2020/8/16,Toyama,0
4769,2020/8/16,Ishikawa,2
4770,2020/8/16,Fukui,1
4771,2020/8/16,Yamanashi,0
4772,2020/8/16,Nagano,0
4773,2020/8/16,Gifu,3
4774,2020/8/16,Shizuoka,2
4775,2020/8/16,Aichi,13
4776,2020/8/16,Mie,2
4777,2020/8/16,Shiga,4
4778,2020/8/16,Kyoto,3
4779,2020/8/16,Osaka,72
4780,2020/8/16,Hyogo,14
4781,2020/8/16,Nara,1
4782,2020/8/16,Wakayama,3
4783,2020/8/16,Tottori,0
4784,2020/8/16,Shimane,0
4785,2020/8/16,Okayama,0
4786,2020/8/16,Hiroshima,1
4787,2020/8/16,Yamaguchi,0
4788,2020/8/16,Tokushima,0
4789,2020/8/16,Kagawa,0
4790,2020/8/16,Ehime,0
4791,2020/8/16,Kochi,0
4792,2020/8/16,Fukuoka,19
4793,2020/8/16,Saga,0
4794,2020/8/16,Nagasaki,0
4795,2020/8/16,Kumamoto,4
4796,2020/8/16,Oita,0
4797,2020/8/16,Miyazaki,0
4798,2020/8/16,Kagoshima,2
4799,2020/8/16,Okinawa,21
4800,2020/8/17,ALL,243
4801,2020/8/17,Hokkaido,3
4802,2020/8/17,Aomori,0
4803,2020/8/17,Iwate,0
4804,2020/8/17,Miyagi,1
4805,2020/8/17,Akita,0
4806,2020/8/17,Yamagata,0
4807,2020/8/17,Fukushima,1
4808,2020/8/17,Ibaraki,2
4809,2020/8/17,Tochigi,2
4810,2020/8/17,Gunma,0
4811,2020/8/17,Saitama,10
4812,2020/8/17,Chiba,8
4813,2020/8/17,Tokyo,27
4814,2020/8/17,Kanagawa,21
4815,2020/8/17,Niigata,0
4816,2020/8/17,Toyama,3
4817,2020/8/17,Ishikawa,2
4818,2020/8/17,Fukui,1
4819,2020/8/17,Yamanashi,0
4820,2020/8/17,Nagano,0
4821,2020/8/17,Gifu,2
4822,2020/8/17,Shizuoka,2
4823,2020/8/17,Aichi,13
4824,2020/8/17,Mie,2
4825,2020/8/17,Shiga,4
4826,2020/8/17,Kyoto,3
4827,2020/8/17,Osaka,70
4828,2020/8/17,Hyogo,14
4829,2020/8/17,Nara,3
4830,2020/8/17,Wakayama,1
4831,2020/8/17,Tottori,0
4832,2020/8/17,Shimane,0
4833,2020/8/17,Okayama,0
4834,2020/8/17,Hiroshima,1
4835,2020/8/17,Yamaguchi,0
4836,2020/8/17,Tokushima,0
4837,2020/8/17,Kagawa,0
4838,2020/8/17,Ehime,0
4839,2020/8/17,Kochi,0
4840,2020/8/17,Fukuoka,21
4841,2020/8/17,Saga,0
4842,2020/8/17,Nagasaki,0
4843,2020/8/17,Kumamoto,5
4844,2020/8/17,Oita,0
4845,2020/8/17,Miyazaki,0
4846,2020/8/17,Kagoshima,2
4847,2020/8/17,Okinawa,19
4848,2020/8/18,ALL,239
4849,2020/8/18,Hokkaido,3
4850,2020/8/18,Aomori,0
4851,2020/8/18,Iwate,0
4852,2020/8/18,Miyagi,1
4853,2020/8/18,Akita,0
4854,2020/8/18,Yamagata,0
4855,2020/8/18,Fukushima,1
4856,2020/8/18,Ibaraki,1
4857,2020/8/18,Tochigi,2
4858,2020/8/18,Gunma,0
4859,2020/8/18,Saitama,11
4860,2020/8/18,Chiba,9
4861,2020/8/18,Tokyo,31
4862,2020/8/18,Kanagawa,21
4863,2020/8/18,Niigata,0
4864,2020/8/18,Toyama,3
4865,2020/8/18,Ishikawa,2
4866,2020/8/18,Fukui,1
4867,2020/8/18,Yamanashi,0
4868,2020/8/18,Nagano,0
4869,2020/8/18,Gifu,3
4870,2020/8/18,Shizuoka,2
4871,2020/8/18,Aichi,15
4872,2020/8/18,Mie,1
4873,2020/8/18,Shiga,4
4874,2020/8/18,Kyoto,4
4875,2020/8/18,Osaka,65
4876,2020/8/18,Hyogo,11
4877,2020/8/18,Nara,3
4878,2020/8/18,Wakayama,1
4879,2020/8/18,Tottori,0
4880,2020/8/18,Shimane,0
4881,2020/8/18,Okayama,0
4882,2020/8/18,Hiroshima,1
4883,2020/8/18,Yamaguchi,0
4884,2020/8/18,Tokushima,0
4885,2020/8/18,Kagawa,0
4886,2020/8/18,Ehime,0
4887,2020/8/18,Kochi,0
4888,2020/8/18,Fukuoka,23
4889,2020/8/18,Saga,0
4890,2020/8/18,Nagasaki,0
4891,2020/8/18,Kumamoto,4
4892,2020/8/18,Oita,0
4893,2020/8/18,Miyazaki,0
4894,2020/8/18,Kagoshima,2
4895,2020/8/18,Okinawa,14
4896,2020/8/19,ALL,237
4897,2020/8/19,Hokkaido,3
4898,2020/8/19,Aomori,0
4899,2020/8/19,Iwate,0
4900,2020/8/19,Miyagi,0
4901,2020/8/19,Akita,0
4902,2020/8/19,Yamagata,0
4903,2020/8/19,Fukushima,1
4904,2020/8/19,Ibaraki,0
4905,2020/8/19,Tochigi,2
4906,2020/8/19,Gunma,0
4907,2020/8/19,Saitama,10
4908,2020/8/19,Chiba,9
4909,2020/8/19,Tokyo,32
4910,2020/8/19,Kanagawa,22
4911,2020/8/19,Niigata,0
4912,2020/8/19,Toyama,3
4913,2020/8/19,Ishikawa,2
4914,2020/8/19,Fukui,1
4915,2020/8/19,Yamanashi,0
4916,2020/8/19,Nagano,0
4917,2020/8/19,Gifu,4
4918,2020/8/19,Shizuoka,2
4919,2020/8/19,Aichi,15
4920,2020/8/19,Mie,1
4921,2020/8/19,Shiga,2
4922,2020/8/19,Kyoto,4
4923,2020/8/19,Osaka,60
4924,2020/8/19,Hyogo,16
4925,2020/8/19,Nara,3
4926,2020/8/19,Wakayama,1
4927,2020/8/19,Tottori,0
4928,2020/8/19,Shimane,0
4929,2020/8/19,Okayama,0
4930,2020/8/19,Hiroshima,1
4931,2020/8/19,Yamaguchi,0
4932,2020/8/19,Tokushima,1
4933,2020/8/19,Kagawa,0
4934,2020/8/19,Ehime,0
4935,2020/8/19,Kochi,0
4936,2020/8/19,Fukuoka,22
4937,2020/8/19,Saga,0
4938,2020/8/19,Nagasaki,0
4939,2020/8/19,Kumamoto,4
4940,2020/8/19,Oita,0
4941,2020/8/19,Miyazaki,0
4942,2020/8/19,Kagoshima,2
4943,2020/8/19,Okinawa,14
4944,2020/8/20,ALL,247
4945,2020/8/20,Hokkaido,3
4946,2020/8/20,Aomori,0
4947,2020/8/20,Iwate,0
4948,2020/8/20,Miyagi,0
4949,2020/8/20,Akita,0
4950,2020/8/20,Yamagata,0
4951,2020/8/20,Fukushima,1
4952,2020/8/20,Ibaraki,0
4953,2020/8/20,Tochigi,2
4954,2020/8/20,Gunma,0
4955,2020/8/20,Saitama,10
4956,2020/8/20,Chiba,10
4957,2020/8/20,Tokyo,36
4958,2020/8/20,Kanagawa,20
4959,2020/8/20,Niigata,0
4960,2020/8/20,Toyama,3
4961,2020/8/20,Ishikawa,6
4962,2020/8/20,Fukui,1
4963,2020/8/20,Yamanashi,0
4964,2020/8/20,Nagano,0
4965,2020/8/20,Gifu,4
4966,2020/8/20,Shizuoka,2
4967,2020/8/20,Aichi,16
4968,2020/8/20,Mie,2
4969,2020/8/20,Shiga,2
4970,2020/8/20,Kyoto,4
4971,2020/8/20,Osaka,63
4972,2020/8/20,Hyogo,18
4973,2020/8/20,Nara,2
4974,2020/8/20,Wakayama,1
4975,2020/8/20,Tottori,0
4976,2020/8/20,Shimane,0
4977,2020/8/20,Okayama,0
4978,2020/8/20,Hiroshima,1
4979,2020/8/20,Yamaguchi,0
4980,2020/8/20,Tokushima,1
4981,2020/8/20,Kagawa,0
4982,2020/8/20,Ehime,0
4983,2020/8/20,Kochi,0
4984,2020/8/20,Fukuoka,17
4985,2020/8/20,Saga,0
4986,2020/8/20,Nagasaki,0
4987,2020/8/20,Kumamoto,4
4988,2020/8/20,Oita,0
4989,2020/8/20,Miyazaki,0
4990,2020/8/20,Kagoshima,2
4991,2020/8/20,Okinawa,16
4992,2020/8/21,ALL,246
4993,2020/8/21,Hokkaido,3
4994,2020/8/21,Aomori,0
4995,2020/8/21,Iwate,0
4996,2020/8/21,Miyagi,0
4997,2020/8/21,Akita,0
4998,2020/8/21,Yamagata,0
4999,2020/8/21,Fukushima,0
5000,2020/8/21,Ibaraki,1
5001,2020/8/21,Tochigi,2
5002,2020/8/21,Gunma,0
5003,2020/8/21,Saitama,11
5004,2020/8/21,Chiba,8
5005,2020/8/21,Tokyo,33
5006,2020/8/21,Kanagawa,22
5007,2020/8/21,Niigata,0
5008,2020/8/21,Toyama,3
5009,2020/8/21,Ishikawa,5
5010,2020/8/21,Fukui,1
5011,2020/8/21,Yamanashi,0
5012,2020/8/21,Nagano,0
5013,2020/8/21,Gifu,4
5014,2020/8/21,Shizuoka,2
5015,2020/8/21,Aichi,22
5016,2020/8/21,Mie,2
5017,2020/8/21,Shiga,2
5018,2020/8/21,Kyoto,4
5019,2020/8/21,Osaka,62
5020,2020/8/21,Hyogo,14
5021,2020/8/21,Nara,2
5022,2020/8/21,Wakayama,1
5023,2020/8/21,Tottori,0
5024,2020/8/21,Shimane,0
5025,2020/8/21,Okayama,0
5026,2020/8/21,Hiroshima,1
5027,2020/8/21,Yamaguchi,0
5028,2020/8/21,Tokushima,1
5029,2020/8/21,Kagawa,0
5030,2020/8/21,Ehime,0
5031,2020/8/21,Kochi,0
5032,2020/8/21,Fukuoka,16
5033,2020/8/21,Saga,1
5034,2020/8/21,Nagasaki,0
5035,2020/8/21,Kumamoto,5
5036,2020/8/21,Oita,0
5037,2020/8/21,Miyazaki,0
5038,2020/8/21,Kagoshima,2
5039,2020/8/21,Okinawa,16
5040,2020/8/22,ALL,258
5041,2020/8/22,Hokkaido,3
5042,2020/8/22,Aomori,0
5043,2020/8/22,Iwate,0
5044,2020/8/22,Miyagi,0
5045,2020/8/22,Akita,0
5046,2020/8/22,Yamagata,0
5047,2020/8/22,Fukushima,0
5048,2020/8/22,Ibaraki,1
5049,2020/8/22,Tochigi,2
5050,2020/8/22,Gunma,0
5051,2020/8/22,Saitama,11
5052,2020/8/22,Chiba,9
5053,2020/8/22,Tokyo,37
5054,2020/8/22,Kanagawa,22
5055,2020/8/22,Niigata,0
5056,2020/8/22,Toyama,3
5057,2020/8/22,Ishikawa,6
5058,2020/8/22,Fukui,1
5059,2020/8/22,Yamanashi,0
5060,2020/8/22,Nagano,1
5061,2020/8/22,Gifu,5
5062,2020/8/22,Shizuoka,2
5063,2020/8/22,Aichi,24
5064,2020/8/22,Mie,2
5065,2020/8/22,Shiga,2
5066,2020/8/22,Kyoto,4
5067,2020/8/22,Osaka,66
5068,2020/8/22,Hyogo,14
5069,2020/8/22,Nara,2
5070,2020/8/22,Wakayama,1
5071,2020/8/22,Tottori,0
5072,2020/8/22,Shimane,0
5073,2020/8/22,Okayama,0
5074,2020/8/22,Hiroshima,1
5075,2020/8/22,Yamaguchi,0
5076,2020/8/22,Tokushima,1
5077,2020/8/22,Kagawa,0
5078,2020/8/22,Ehime,0
5079,2020/8/22,Kochi,0
5080,2020/8/22,Fukuoka,16
5081,2020/8/22,Saga,1
5082,2020/8/22,Nagasaki,0
5083,2020/8/22,Kumamoto,4
5084,2020/8/22,Oita,0
5085,2020/8/22,Miyazaki,0
5086,2020/8/22,Kagoshima,2
5087,2020/8/22,Okinawa,15
5088,2020/8/23,ALL,262
5089,2020/8/23,Hokkaido,2
5090,2020/8/23,Aomori,0
5091,2020/8/23,Iwate,0
5092,2020/8/23,Miyagi,0
5093,2020/8/23,Akita,0
5094,2020/8/23,Yamagata,0
5095,2020/8/23,Fukushima,0
5096,2020/8/23,Ibaraki,2
5097,2020/8/23,Tochigi,2
5098,2020/8/23,Gunma,0
5099,2020/8/23,Saitama,13
5100,2020/8/23,Chiba,9
5101,2020/8/23,Tokyo,39
5102,2020/8/23,Kanagawa,22
5103,2020/8/23,Niigata,0
5104,2020/8/23,Toyama,3
5105,2020/8/23,Ishikawa,5
5106,2020/8/23,Fukui,1
5107,2020/8/23,Yamanashi,0
5108,2020/8/23,Nagano,1
5109,2020/8/23,Gifu,5
5110,2020/8/23,Shizuoka,2
5111,2020/8/23,Aichi,26
5112,2020/8/23,Mie,2
5113,2020/8/23,Shiga,2
5114,2020/8/23,Kyoto,4
5115,2020/8/23,Osaka,68
5116,2020/8/23,Hyogo,13
5117,2020/8/23,Nara,2
5118,2020/8/23,Wakayama,1
5119,2020/8/23,Tottori,0
5120,2020/8/23,Shimane,0
5121,2020/8/23,Okayama,0
5122,2020/8/23,Hiroshima,1
5123,2020/8/23,Yamaguchi,0
5124,2020/8/23,Tokushima,1
5125,2020/8/23,Kagawa,0
5126,2020/8/23,Ehime,0
5127,2020/8/23,Kochi,0
5128,2020/8/23,Fukuoka,15
5129,2020/8/23,Saga,0
5130,2020/8/23,Nagasaki,0
5131,2020/8/23,Kumamoto,3
5132,2020/8/23,Oita,0
5133,2020/8/23,Miyazaki,0
5134,2020/8/23,Kagoshima,2
5135,2020/8/23,Okinawa,16
5136,2020/8/24,ALL,255
5137,2020/8/24,Hokkaido,2
5138,2020/8/24,Aomori,0
5139,2020/8/24,Iwate,0
5140,2020/8/24,Miyagi,0
5141,2020/8/24,Akita,0
5142,2020/8/24,Yamagata,0
5143,2020/8/24,Fukushima,0
5144,2020/8/24,Ibaraki,2
5145,2020/8/24,Tochigi,2
5146,2020/8/24,Gunma,0
5147,2020/8/24,Saitama,12
5148,2020/8/24,Chiba,9
5149,2020/8/24,Tokyo,38
5150,2020/8/24,Kanagawa,22
5151,2020/8/24,Niigata,0
5152,2020/8/24,Toyama,3
5153,2020/8/24,Ishikawa,5
5154,2020/8/24,Fukui,0
5155,2020/8/24,Yamanashi,0
5156,2020/8/24,Nagano,1
5157,2020/8/24,Gifu,5
5158,2020/8/24,Shizuoka,2
5159,2020/8/24,Aichi,26
5160,2020/8/24,Mie,2
5161,2020/8/24,Shiga,1
5162,2020/8/24,Kyoto,2
5163,2020/8/24,Osaka,67
5164,2020/8/24,Hyogo,14
5165,2020/8/24,Nara,2
5166,2020/8/24,Wakayama,0
5167,2020/8/24,Tottori,0
5168,2020/8/24,Shimane,0
5169,2020/8/24,Okayama,0
5170,2020/8/24,Hiroshima,1
5171,2020/8/24,Yamaguchi,1
5172,2020/8/24,Tokushima,1
5173,2020/8/24,Kagawa,0
5174,2020/8/24,Ehime,0
5175,2020/8/24,Kochi,1
5176,2020/8/24,Fukuoka,16
5177,2020/8/24,Saga,0
5178,2020/8/24,Nagasaki,0
5179,2020/8/24,Kumamoto,3
5180,2020/8/24,Oita,0
5181,2020/8/24,Miyazaki,0
5182,2020/8/24,Kagoshima,2
5183,2020/8/24,Okinawa,13
5184,2020/8/25,ALL,251
5185,2020/8/25,Hokkaido,2
5186,2020/8/25,Aomori,0
5187,2020/8/25,Iwate,0
5188,2020/8/25,Miyagi,0
5189,2020/8/25,Akita,0
5190,2020/8/25,Yamagata,0
5191,2020/8/25,Fukushima,0
5192,2020/8/25,Ibaraki,2
5193,2020/8/25,Tochigi,4
5194,2020/8/25,Gunma,0
5195,2020/8/25,Saitama,12
5196,2020/8/25,Chiba,9
5197,2020/8/25,Tokyo,34
5198,2020/8/25,Kanagawa,20
5199,2020/8/25,Niigata,0
5200,2020/8/25,Toyama,3
5201,2020/8/25,Ishikawa,7
5202,2020/8/25,Fukui,0
5203,2020/8/25,Yamanashi,0
5204,2020/8/25,Nagano,1
5205,2020/8/25,Gifu,5
5206,2020/8/25,Shizuoka,2
5207,2020/8/25,Aichi,22
5208,2020/8/25,Mie,2
5209,2020/8/25,Shiga,1
5210,2020/8/25,Kyoto,2
5211,2020/8/25,Osaka,72
5212,2020/8/25,Hyogo,14
5213,2020/8/25,Nara,2
5214,2020/8/25,Wakayama,0
5215,2020/8/25,Tottori,0
5216,2020/8/25,Shimane,0
5217,2020/8/25,Okayama,0
5218,2020/8/25,Hiroshima,0
5219,2020/8/25,Yamaguchi,1
5220,2020/8/25,Tokushima,1
5221,2020/8/25,Kagawa,0
5222,2020/8/25,Ehime,0
5223,2020/8/25,Kochi,1
5224,2020/8/25,Fukuoka,16
5225,2020/8/25,Saga,0
5226,2020/8/25,Nagasaki,0
5227,2020/8/25,Kumamoto,2
5228,2020/8/25,Oita,0
5229,2020/8/25,Miyazaki,0
5230,2020/8/25,Kagoshima,2
5231,2020/8/25,Okinawa,12
5232,2020/8/26,ALL,243
5233,2020/8/26,Hokkaido,2
5234,2020/8/26,Aomori,0
5235,2020/8/26,Iwate,0
5236,2020/8/26,Miyagi,0
5237,2020/8/26,Akita,0
5238,2020/8/26,Yamagata,1
5239,2020/8/26,Fukushima,0
5240,2020/8/26,Ibaraki,2
5241,2020/8/26,Tochigi,4
5242,2020/8/26,Gunma,0
5243,2020/8/26,Saitama,11
5244,2020/8/26,Chiba,7
5245,2020/8/26,Tokyo,31
5246,2020/8/26,Kanagawa,22
5247,2020/8/26,Niigata,0
5248,2020/8/26,Toyama,2
5249,2020/8/26,Ishikawa,7
5250,2020/8/26,Fukui,0
5251,2020/8/26,Yamanashi,0
5252,2020/8/26,Nagano,1
5253,2020/8/26,Gifu,5
5254,2020/8/26,Shizuoka,2
5255,2020/8/26,Aichi,21
5256,2020/8/26,Mie,2
5257,2020/8/26,Shiga,3
5258,2020/8/26,Kyoto,2
5259,2020/8/26,Osaka,68
5260,2020/8/26,Hyogo,15
5261,2020/8/26,Nara,2
5262,2020/8/26,Wakayama,0
5263,2020/8/26,Tottori,0
5264,2020/8/26,Shimane,0
5265,2020/8/26,Okayama,0
5266,2020/8/26,Hiroshima,0
5267,2020/8/26,Yamaguchi,1
5268,2020/8/26,Tokushima,0
5269,2020/8/26,Kagawa,0
5270,2020/8/26,Ehime,0
5271,2020/8/26,Kochi,1
5272,2020/8/26,Fukuoka,16
5273,2020/8/26,Saga,0
5274,2020/8/26,Nagasaki,1
5275,2020/8/26,Kumamoto,0
5276,2020/8/26,Oita,0
5277,2020/8/26,Miyazaki,0
5278,2020/8/26,Kagoshima,2
5279,2020/8/26,Okinawa,12
5280,2020/8/27,ALL,232
5281,2020/8/27,Hokkaido,2
5282,2020/8/27,Aomori,0
5283,2020/8/27,Iwate,0
5284,2020/8/27,Miyagi,0
5285,2020/8/27,Akita,0
5286,2020/8/27,Yamagata,1
5287,2020/8/27,Fukushima,1
5288,2020/8/27,Ibaraki,3
5289,2020/8/27,Tochigi,4
5290,2020/8/27,Gunma,0
5291,2020/8/27,Saitama,12
5292,2020/8/27,Chiba,8
5293,2020/8/27,Tokyo,31
5294,2020/8/27,Kanagawa,21
5295,2020/8/27,Niigata,0
5296,2020/8/27,Toyama,2
5297,2020/8/27,Ishikawa,7
5298,2020/8/27,Fukui,0
5299,2020/8/27,Yamanashi,0
5300,2020/8/27,Nagano,1
5301,2020/8/27,Gifu,4
5302,2020/8/27,Shizuoka,1
5303,2020/8/27,Aichi,16
5304,2020/8/27,Mie,2
5305,2020/8/27,Shiga,3
5306,2020/8/27,Kyoto,2
5307,2020/8/27,Osaka,58
5308,2020/8/27,Hyogo,16
5309,2020/8/27,Nara,2
5310,2020/8/27,Wakayama,0
5311,2020/8/27,Tottori,0
5312,2020/8/27,Shimane,0
5313,2020/8/27,Okayama,0
5314,2020/8/27,Hiroshima,1
5315,2020/8/27,Yamaguchi,1
5316,2020/8/27,Tokushima,0
5317,2020/8/27,Kagawa,0
5318,2020/8/27,Ehime,0
5319,2020/8/27,Kochi,1
5320,2020/8/27,Fukuoka,16
5321,2020/8/27,Saga,0
5322,2020/8/27,Nagasaki,1
5323,2020/8/27,Kumamoto,0
5324,2020/8/27,Oita,0
5325,2020/8/27,Miyazaki,0
5326,2020/8/27,Kagoshima,1
5327,2020/8/27,Okinawa,14
5328,2020/8/28,ALL,233
5329,2020/8/28,Hokkaido,2
5330,2020/8/28,Aomori,0
5331,2020/8/28,Iwate,0
5332,2020/8/28,Miyagi,0
5333,2020/8/28,Akita,0
5334,2020/8/28,Yamagata,1
5335,2020/8/28,Fukushima,1
5336,2020/8/28,Ibaraki,2
5337,2020/8/28,Tochigi,3
5338,2020/8/28,Gunma,0
5339,2020/8/28,Saitama,13
5340,2020/8/28,Chiba,8
5341,2020/8/28,Tokyo,30
5342,2020/8/28,Kanagawa,24
5343,2020/8/28,Niigata,0
5344,2020/8/28,Toyama,2
5345,2020/8/28,Ishikawa,5
5346,2020/8/28,Fukui,0
5347,2020/8/28,Yamanashi,1
5348,2020/8/28,Nagano,0
5349,2020/8/28,Gifu,4
5350,2020/8/28,Shizuoka,1
5351,2020/8/28,Aichi,16
5352,2020/8/28,Mie,2
5353,2020/8/28,Shiga,5
5354,2020/8/28,Kyoto,1
5355,2020/8/28,Osaka,58
5356,2020/8/28,Hyogo,15
5357,2020/8/28,Nara,3
5358,2020/8/28,Wakayama,0
5359,2020/8/28,Tottori,0
5360,2020/8/28,Shimane,0
5361,2020/8/28,Okayama,0
5362,2020/8/28,Hiroshima,0
5363,2020/8/28,Yamaguchi,1
5364,2020/8/28,Tokushima,2
5365,2020/8/28,Kagawa,0
5366,2020/8/28,Ehime,0
5367,2020/8/28,Kochi,1
5368,2020/8/28,Fukuoka,14
5369,2020/8/28,Saga,0
5370,2020/8/28,Nagasaki,1
5371,2020/8/28,Kumamoto,0
5372,2020/8/28,Oita,0
5373,2020/8/28,Miyazaki,0
5374,2020/8/28,Kagoshima,1
5375,2020/8/28,Okinawa,16
5376,2020/8/29,ALL,237
5377,2020/8/29,Hokkaido,2
5378,2020/8/29,Aomori,0
5379,2020/8/29,Iwate,0
5380,2020/8/29,Miyagi,0
5381,2020/8/29,Akita,0
5382,2020/8/29,Yamagata,1
5383,2020/8/29,Fukushima,1
5384,2020/8/29,Ibaraki,2
5385,2020/8/29,Tochigi,3
5386,2020/8/29,Gunma,0
5387,2020/8/29,Saitama,13
5388,2020/8/29,Chiba,9
5389,2020/8/29,Tokyo,32
5390,2020/8/29,Kanagawa,24
5391,2020/8/29,Niigata,0
5392,2020/8/29,Toyama,2
5393,2020/8/29,Ishikawa,5
5394,2020/8/29,Fukui,1
5395,2020/8/29,Yamanashi,1
5396,2020/8/29,Nagano,0
5397,2020/8/29,Gifu,4
5398,2020/8/29,Shizuoka,1
5399,2020/8/29,Aichi,19
5400,2020/8/29,Mie,2
5401,2020/8/29,Shiga,5
5402,2020/8/29,Kyoto,1
5403,2020/8/29,Osaka,58
5404,2020/8/29,Hyogo,15
5405,2020/8/29,Nara,3
5406,2020/8/29,Wakayama,0
5407,2020/8/29,Tottori,0
5408,2020/8/29,Shimane,0
5409,2020/8/29,Okayama,0
5410,2020/8/29,Hiroshima,0
5411,2020/8/29,Yamaguchi,1
5412,2020/8/29,Tokushima,2
5413,2020/8/29,Kagawa,0
5414,2020/8/29,Ehime,0
5415,2020/8/29,Kochi,1
5416,2020/8/29,Fukuoka,14
5417,2020/8/29,Saga,0
5418,2020/8/29,Nagasaki,1
5419,2020/8/29,Kumamoto,0
5420,2020/8/29,Oita,0
