,Date,Prefecture,Severe cases
17234,2021/5/3,Aomori,3
17235,2021/5/3,Iwate,2
17236,2021/5/3,Miyagi,10
17237,2021/5/3,Akita,0
17238,2021/5/3,Yamagata,4
17239,2021/5/3,Fukushima,12
17240,2021/5/3,Ibaraki,19
17241,2021/5/3,Tochigi,4
17242,2021/5/3,Gunma,4
17243,2021/5/3,Saitama,38
17244,2021/5/3,Chiba,18
17245,2021/5/3,Tokyo,65
17246,2021/5/3,Kanagawa,52
17247,2021/5/3,Niigata,1
17248,2021/5/3,Toyama,8
17249,2021/5/3,Ishikawa,11
17250,2021/5/3,Fukui,1
17251,2021/5/3,Yamanashi,1
17252,2021/5/3,Nagano,6
17253,2021/5/3,Gifu,5
17254,2021/5/3,Shizuoka,3
17255,2021/5/3,Aichi,36
17256,2021/5/3,Mie,12
17257,2021/5/3,Shiga,10
17258,2021/5/3,Kyoto,23
17259,2021/5/3,Osaka,429
17260,2021/5/3,Hyogo,88
17261,2021/5/3,Nara,25
17262,2021/5/3,Wakayama,54
17263,2021/5/3,Tottori,0
17264,2021/5/3,Shimane,1
17265,2021/5/3,Okayama,15
17266,2021/5/3,Hiroshima,7
17267,2021/5/3,Yamaguchi,6
17268,2021/5/3,Tokushima,6
17269,2021/5/3,Kagawa,2
17270,2021/5/3,Ehime,11
17271,2021/5/3,Kochi,1
17272,2021/5/3,Fukuoka,35
17273,2021/5/3,Saga,2
17274,2021/5/3,Nagasaki,6
17275,2021/5/3,Kumamoto,13
17276,2021/5/3,Oita,2
17277,2021/5/3,Miyazaki,0
17278,2021/5/3,Kagoshima,2
17279,2021/5/3,Okinawa,8
17280,2021/5/4,ALL,1114
17281,2021/5/4,Hokkaido,22
17282,2021/5/4,Aomori,3
17283,2021/5/4,Iwate,2
17284,2021/5/4,Miyagi,8
17285,2021/5/4,Akita,0
17286,2021/5/4,Yamagata,4
17287,2021/5/4,Fukushima,12
17288,2021/5/4,Ibaraki,19
17289,2021/5/4,Tochigi,4
17290,2021/5/4,Gunma,5
17291,2021/5/4,Saitama,41
17292,2021/5/4,Chiba,19
17293,2021/5/4,Tokyo,65
17294,2021/5/4,Kanagawa,57
17295,2021/5/4,Niigata,1
17296,2021/5/4,Toyama,7
17297,2021/5/4,Ishikawa,11
17298,2021/5/4,Fukui,1
17299,2021/5/4,Yamanashi,1
17300,2021/5/4,Nagano,4
17301,2021/5/4,Gifu,5
17302,2021/5/4,Shizuoka,3
17303,2021/5/4,Aichi,35
17304,2021/5/4,Mie,14
17305,2021/5/4,Shiga,10
17306,2021/5/4,Kyoto,25
17307,2021/5/4,Osaka,449
17308,2021/5/4,Hyogo,85
17309,2021/5/4,Nara,27
17310,2021/5/4,Wakayama,50
17311,2021/5/4,Tottori,0
17312,2021/5/4,Shimane,1
17313,2021/5/4,Okayama,15
17314,2021/5/4,Hiroshima,7
17315,2021/5/4,Yamaguchi,6
17316,2021/5/4,Tokushima,6
17317,2021/5/4,Kagawa,2
17318,2021/5/4,Ehime,12
17319,2021/5/4,Kochi,3
17320,2021/5/4,Fukuoka,35
17321,2021/5/4,Saga,2
17322,2021/5/4,Nagasaki,6
17323,2021/5/4,Kumamoto,18
17324,2021/5/4,Oita,2
17325,2021/5/4,Miyazaki,0
17326,2021/5/4,Kagoshima,2
17327,2021/5/4,Okinawa,8
17328,2021/5/5,ALL,1098
17329,2021/5/5,Hokkaido,23
17330,2021/5/5,Aomori,3
17331,2021/5/5,Iwate,1
17332,2021/5/5,Miyagi,9
17333,2021/5/5,Akita,0
17334,2021/5/5,Yamagata,4
17335,2021/5/5,Fukushima,12
17336,2021/5/5,Ibaraki,19
17337,2021/5/5,Tochigi,4
17338,2021/5/5,Gunma,5
17339,2021/5/5,Saitama,35
17340,2021/5/5,Chiba,19
17341,2021/5/5,Tokyo,69
17342,2021/5/5,Kanagawa,51
17343,2021/5/5,Niigata,1
17344,2021/5/5,Toyama,7
17345,2021/5/5,Ishikawa,10
17346,2021/5/5,Fukui,1
17347,2021/5/5,Yamanashi,1
17348,2021/5/5,Nagano,4
17349,2021/5/5,Gifu,5
17350,2021/5/5,Shizuoka,3
17351,2021/5/5,Aichi,34
17352,2021/5/5,Mie,13
17353,2021/5/5,Shiga,11
17354,2021/5/5,Kyoto,25
17355,2021/5/5,Osaka,446
17356,2021/5/5,Hyogo,84
17357,2021/5/5,Nara,27
17358,2021/5/5,Wakayama,48
17359,2021/5/5,Tottori,0
17360,2021/5/5,Shimane,1
17361,2021/5/5,Okayama,15
17362,2021/5/5,Hiroshima,7
17363,2021/5/5,Yamaguchi,6
17364,2021/5/5,Tokushima,6
17365,2021/5/5,Kagawa,2
17366,2021/5/5,Ehime,12
17367,2021/5/5,Kochi,4
17368,2021/5/5,Fukuoka,35
17369,2021/5/5,Saga,2
17370,2021/5/5,Nagasaki,6
17371,2021/5/5,Kumamoto,16
17372,2021/5/5,Oita,1
17373,2021/5/5,Miyazaki,0
17374,2021/5/5,Kagoshima,2
17375,2021/5/5,Okinawa,9
17376,2021/5/6,ALL,1131
17377,2021/5/6,Hokkaido,24
17378,2021/5/6,Aomori,3
17379,2021/5/6,Iwate,2
17380,2021/5/6,Miyagi,9
17381,2021/5/6,Akita,0
17382,2021/5/6,Yamagata,3
17383,2021/5/6,Fukushima,12
17384,2021/5/6,Ibaraki,16
17385,2021/5/6,Tochigi,4
17386,2021/5/6,Gunma,8
17387,2021/5/6,Saitama,38
17388,2021/5/6,Chiba,17
17389,2021/5/6,Tokyo,72
17390,2021/5/6,Kanagawa,55
17391,2021/5/6,Niigata,1
17392,2021/5/6,Toyama,8
17393,2021/5/6,Ishikawa,10
17394,2021/5/6,Fukui,1
17395,2021/5/6,Yamanashi,1
17396,2021/5/6,Nagano,5
17397,2021/5/6,Gifu,6
17398,2021/5/6,Shizuoka,5
17399,2021/5/6,Aichi,36
17400,2021/5/6,Mie,14
17401,2021/5/6,Shiga,11
17402,2021/5/6,Kyoto,24
17403,2021/5/6,Osaka,440
17404,2021/5/6,Hyogo,88
17405,2021/5/6,Nara,29
17406,2021/5/6,Wakayama,50
17407,2021/5/6,Tottori,0
17408,2021/5/6,Shimane,1
17409,2021/5/6,Okayama,15
17410,2021/5/6,Hiroshima,10
17411,2021/5/6,Yamaguchi,6
17412,2021/5/6,Tokushima,11
17413,2021/5/6,Kagawa,2
17414,2021/5/6,Ehime,10
17415,2021/5/6,Kochi,4
17416,2021/5/6,Fukuoka,41
17417,2021/5/6,Saga,2
17418,2021/5/6,Nagasaki,6
17419,2021/5/6,Kumamoto,16
17420,2021/5/6,Oita,1
17421,2021/5/6,Miyazaki,2
17422,2021/5/6,Kagoshima,2
17423,2021/5/6,Okinawa,10
17424,2021/5/7,ALL,1131
17425,2021/5/7,Hokkaido,27
17426,2021/5/7,Aomori,3
17427,2021/5/7,Iwate,2
17428,2021/5/7,Miyagi,8
17429,2021/5/7,Akita,0
17430,2021/5/7,Yamagata,3
17431,2021/5/7,Fukushima,18
17432,2021/5/7,Ibaraki,14
17433,2021/5/7,Tochigi,6
17434,2021/5/7,Gunma,8
17435,2021/5/7,Saitama,42
17436,2021/5/7,Chiba,19
17437,2021/5/7,Tokyo,69
17438,2021/5/7,Kanagawa,55
17439,2021/5/7,Niigata,2
17440,2021/5/7,Toyama,7
17441,2021/5/7,Ishikawa,11
17442,2021/5/7,Fukui,1
17443,2021/5/7,Yamanashi,1
17444,2021/5/7,Nagano,6
17445,2021/5/7,Gifu,8
17446,2021/5/7,Shizuoka,4
17447,2021/5/7,Aichi,40
17448,2021/5/7,Mie,17
17449,2021/5/7,Shiga,11
17450,2021/5/7,Kyoto,24
17451,2021/5/7,Osaka,412
17452,2021/5/7,Hyogo,98
17453,2021/5/7,Nara,28
17454,2021/5/7,Wakayama,46
17455,2021/5/7,Tottori,0
17456,2021/5/7,Shimane,1
17457,2021/5/7,Okayama,20
17458,2021/5/7,Hiroshima,9
17459,2021/5/7,Yamaguchi,6
17460,2021/5/7,Tokushima,11
17461,2021/5/7,Kagawa,2
17462,2021/5/7,Ehime,10
17463,2021/5/7,Kochi,4
17464,2021/5/7,Fukuoka,41
17465,2021/5/7,Saga,2
17466,2021/5/7,Nagasaki,6
17467,2021/5/7,Kumamoto,13
17468,2021/5/7,Oita,2
17469,2021/5/7,Miyazaki,3
17470,2021/5/7,Kagoshima,2
17471,2021/5/7,Okinawa,9
17472,2021/5/8,ALL,1144
17473,2021/5/8,Hokkaido,24
17474,2021/5/8,Aomori,4
17475,2021/5/8,Iwate,2
17476,2021/5/8,Miyagi,8
17477,2021/5/8,Akita,0
17478,2021/5/8,Yamagata,5
17479,2021/5/8,Fukushima,18
17480,2021/5/8,Ibaraki,14
17481,2021/5/8,Tochigi,5
17482,2021/5/8,Gunma,14
17483,2021/5/8,Saitama,43
17484,2021/5/8,Chiba,20
17485,2021/5/8,Tokyo,71
17486,2021/5/8,Kanagawa,49
17487,2021/5/8,Niigata,2
17488,2021/5/8,Toyama,8
17489,2021/5/8,Ishikawa,12
17490,2021/5/8,Fukui,1
17491,2021/5/8,Yamanashi,1
17492,2021/5/8,Nagano,5
17493,2021/5/8,Gifu,10
17494,2021/5/8,Shizuoka,6
17495,2021/5/8,Aichi,41
17496,2021/5/8,Mie,18
17497,2021/5/8,Shiga,12
17498,2021/5/8,Kyoto,31
17499,2021/5/8,Osaka,406
17500,2021/5/8,Hyogo,95
17501,2021/5/8,Nara,26
17502,2021/5/8,Wakayama,42
17503,2021/5/8,Tottori,0
17504,2021/5/8,Shimane,1
17505,2021/5/8,Okayama,20
17506,2021/5/8,Hiroshima,9
17507,2021/5/8,Yamaguchi,6
17508,2021/5/8,Tokushima,11
17509,2021/5/8,Kagawa,4
17510,2021/5/8,Ehime,10
17511,2021/5/8,Kochi,4
17512,2021/5/8,Fukuoka,46
17513,2021/5/8,Saga,3
17514,2021/5/8,Nagasaki,6
17515,2021/5/8,Kumamoto,13
17516,2021/5/8,Oita,3
17517,2021/5/8,Miyazaki,3
17518,2021/5/8,Kagoshima,2
17519,2021/5/8,Okinawa,10
17520,2021/5/9,ALL,1152
17521,2021/5/9,Hokkaido,24
17522,2021/5/9,Aomori,4
17523,2021/5/9,Iwate,2
17524,2021/5/9,Miyagi,9
17525,2021/5/9,Akita,0
17526,2021/5/9,Yamagata,6
17527,2021/5/9,Fukushima,18
17528,2021/5/9,Ibaraki,14
17529,2021/5/9,Tochigi,5
17530,2021/5/9,Gunma,14
17531,2021/5/9,Saitama,45
17532,2021/5/9,Chiba,17
17533,2021/5/9,Tokyo,73
17534,2021/5/9,Kanagawa,48
17535,2021/5/9,Niigata,2
17536,2021/5/9,Toyama,8
17537,2021/5/9,Ishikawa,14
17538,2021/5/9,Fukui,1
17539,2021/5/9,Yamanashi,1
17540,2021/5/9,Nagano,5
17541,2021/5/9,Gifu,10
17542,2021/5/9,Shizuoka,5
17543,2021/5/9,Aichi,44
17544,2021/5/9,Mie,18
17545,2021/5/9,Shiga,13
17546,2021/5/9,Kyoto,31
17547,2021/5/9,Osaka,403
17548,2021/5/9,Hyogo,96
17549,2021/5/9,Nara,29
17550,2021/5/9,Wakayama,44
17551,2021/5/9,Tottori,0
17552,2021/5/9,Shimane,1
17553,2021/5/9,Okayama,20
17554,2021/5/9,Hiroshima,9
17555,2021/5/9,Yamaguchi,5
17556,2021/5/9,Tokushima,11
17557,2021/5/9,Kagawa,4
17558,2021/5/9,Ehime,8
17559,2021/5/9,Kochi,4
17560,2021/5/9,Fukuoka,48
17561,2021/5/9,Saga,3
17562,2021/5/9,Nagasaki,6
17563,2021/5/9,Kumamoto,13
17564,2021/5/9,Oita,3
17565,2021/5/9,Miyazaki,3
17566,2021/5/9,Kagoshima,2
17567,2021/5/9,Okinawa,9
17568,2021/5/10,ALL,1177
17569,2021/5/10,Hokkaido,24
17570,2021/5/10,Aomori,5
17571,2021/5/10,Iwate,1
17572,2021/5/10,Miyagi,11
17573,2021/5/10,Akita,0
17574,2021/5/10,Yamagata,6
17575,2021/5/10,Fukushima,21
17576,2021/5/10,Ibaraki,15
17577,2021/5/10,Tochigi,4
17578,2021/5/10,Gunma,16
17579,2021/5/10,Saitama,46
17580,2021/5/10,Chiba,17
17581,2021/5/10,Tokyo,78
17582,2021/5/10,Kanagawa,48
17583,2021/5/10,Niigata,1
17584,2021/5/10,Toyama,7
17585,2021/5/10,Ishikawa,14
17586,2021/5/10,Fukui,1
17587,2021/5/10,Yamanashi,3
17588,2021/5/10,Nagano,6
17589,2021/5/10,Gifu,10
17590,2021/5/10,Shizuoka,6
17591,2021/5/10,Aichi,47
17592,2021/5/10,Mie,16
17593,2021/5/10,Shiga,13
17594,2021/5/10,Kyoto,30
17595,2021/5/10,Osaka,407
17596,2021/5/10,Hyogo,98
17597,2021/5/10,Nara,25
17598,2021/5/10,Wakayama,44
17599,2021/5/10,Tottori,0
17600,2021/5/10,Shimane,1
17601,2021/5/10,Okayama,20
17602,2021/5/10,Hiroshima,11
17603,2021/5/10,Yamaguchi,5
17604,2021/5/10,Tokushima,11
17605,2021/5/10,Kagawa,4
17606,2021/5/10,Ehime,8
17607,2021/5/10,Kochi,4
17608,2021/5/10,Fukuoka,48
17609,2021/5/10,Saga,3
17610,2021/5/10,Nagasaki,7
17611,2021/5/10,Kumamoto,16
17612,2021/5/10,Oita,3
17613,2021/5/10,Miyazaki,4
17614,2021/5/10,Kagoshima,2
17615,2021/5/10,Okinawa,10
17616,2021/5/11,ALL,1189
17617,2021/5/11,Hokkaido,26
17618,2021/5/11,Aomori,5
17619,2021/5/11,Iwate,1
17620,2021/5/11,Miyagi,12
17621,2021/5/11,Akita,0
17622,2021/5/11,Yamagata,6
17623,2021/5/11,Fukushima,23
17624,2021/5/11,Ibaraki,16
17625,2021/5/11,Tochigi,4
17626,2021/5/11,Gunma,17
17627,2021/5/11,Saitama,49
17628,2021/5/11,Chiba,17
17629,2021/5/11,Tokyo,81
17630,2021/5/11,Kanagawa,51
17631,2021/5/11,Niigata,2
17632,2021/5/11,Toyama,6
17633,2021/5/11,Ishikawa,15
17634,2021/5/11,Fukui,1
17635,2021/5/11,Yamanashi,3
17636,2021/5/11,Nagano,7
17637,2021/5/11,Gifu,12
17638,2021/5/11,Shizuoka,7
17639,2021/5/11,Aichi,50
17640,2021/5/11,Mie,14
17641,2021/5/11,Shiga,11
17642,2021/5/11,Kyoto,30
17643,2021/5/11,Osaka,401
17644,2021/5/11,Hyogo,91
17645,2021/5/11,Nara,26
17646,2021/5/11,Wakayama,40
17647,2021/5/11,Tottori,0
17648,2021/5/11,Shimane,1
17649,2021/5/11,Okayama,20
17650,2021/5/11,Hiroshima,13
17651,2021/5/11,Yamaguchi,4
17652,2021/5/11,Tokushima,8
17653,2021/5/11,Kagawa,4
17654,2021/5/11,Ehime,7
17655,2021/5/11,Kochi,3
17656,2021/5/11,Fukuoka,51
17657,2021/5/11,Saga,3
17658,2021/5/11,Nagasaki,14
17659,2021/5/11,Kumamoto,16
17660,2021/5/11,Oita,3
17661,2021/5/11,Miyazaki,4
17662,2021/5/11,Kagoshima,1
17663,2021/5/11,Okinawa,13
17664,2021/5/12,ALL,1214
17665,2021/5/12,Hokkaido,26
17666,2021/5/12,Aomori,5
17667,2021/5/12,Iwate,3
17668,2021/5/12,Miyagi,12
17669,2021/5/12,Akita,0
17670,2021/5/12,Yamagata,6
17671,2021/5/12,Fukushima,22
17672,2021/5/12,Ibaraki,15
17673,2021/5/12,Tochigi,4
17674,2021/5/12,Gunma,17
17675,2021/5/12,Saitama,51
17676,2021/5/12,Chiba,20
17677,2021/5/12,Tokyo,86
17678,2021/5/12,Kanagawa,51
17679,2021/5/12,Niigata,3
17680,2021/5/12,Toyama,6
17681,2021/5/12,Ishikawa,17
17682,2021/5/12,Fukui,1
17683,2021/5/12,Yamanashi,3
17684,2021/5/12,Nagano,8
17685,2021/5/12,Gifu,10
17686,2021/5/12,Shizuoka,6
17687,2021/5/12,Aichi,54
17688,2021/5/12,Mie,12
17689,2021/5/12,Shiga,10
17690,2021/5/12,Kyoto,30
17691,2021/5/12,Osaka,389
17692,2021/5/12,Hyogo,101
17693,2021/5/12,Nara,25
17694,2021/5/12,Wakayama,36
17695,2021/5/12,Tottori,1
17696,2021/5/12,Shimane,1
17697,2021/5/12,Okayama,20
17698,2021/5/12,Hiroshima,13
17699,2021/5/12,Yamaguchi,6
17700,2021/5/12,Tokushima,7
17701,2021/5/12,Kagawa,4
17702,2021/5/12,Ehime,8
17703,2021/5/12,Kochi,3
17704,2021/5/12,Fukuoka,61
17705,2021/5/12,Saga,3
17706,2021/5/12,Nagasaki,13
17707,2021/5/12,Kumamoto,18
17708,2021/5/12,Oita,3
17709,2021/5/12,Miyazaki,5
17710,2021/5/12,Kagoshima,4
17711,2021/5/12,Okinawa,15
17712,2021/5/13,ALL,1209
17713,2021/5/13,Hokkaido,29
17714,2021/5/13,Aomori,4
17715,2021/5/13,Iwate,3
17716,2021/5/13,Miyagi,13
17717,2021/5/13,Akita,0
17718,2021/5/13,Yamagata,5
17719,2021/5/13,Fukushima,24
17720,2021/5/13,Ibaraki,15
17721,2021/5/13,Tochigi,4
17722,2021/5/13,Gunma,16
17723,2021/5/13,Saitama,48
17724,2021/5/13,Chiba,20
17725,2021/5/13,Tokyo,84
17726,2021/5/13,Kanagawa,52
17727,2021/5/13,Niigata,3
17728,2021/5/13,Toyama,5
17729,2021/5/13,Ishikawa,16
17730,2021/5/13,Fukui,0
17731,2021/5/13,Yamanashi,1
17732,2021/5/13,Nagano,9
17733,2021/5/13,Gifu,11
17734,2021/5/13,Shizuoka,5
17735,2021/5/13,Aichi,57
17736,2021/5/13,Mie,11
17737,2021/5/13,Shiga,8
17738,2021/5/13,Kyoto,29
17739,2021/5/13,Osaka,381
17740,2021/5/13,Hyogo,95
17741,2021/5/13,Nara,24
17742,2021/5/13,Wakayama,44
17743,2021/5/13,Tottori,1
17744,2021/5/13,Shimane,1
17745,2021/5/13,Okayama,20
17746,2021/5/13,Hiroshima,16
17747,2021/5/13,Yamaguchi,6
17748,2021/5/13,Tokushima,7
17749,2021/5/13,Kagawa,4
17750,2021/5/13,Ehime,8
17751,2021/5/13,Kochi,3
17752,2021/5/13,Fukuoka,67
17753,2021/5/13,Saga,3
17754,2021/5/13,Nagasaki,13
17755,2021/5/13,Kumamoto,18
17756,2021/5/13,Oita,5
17757,2021/5/13,Miyazaki,5
17758,2021/5/13,Kagoshima,2
17759,2021/5/13,Okinawa,14
17760,2021/5/14,ALL,1231
17761,2021/5/14,Hokkaido,31
17762,2021/5/14,Aomori,4
17763,2021/5/14,Iwate,3
17764,2021/5/14,Miyagi,13
17765,2021/5/14,Akita,0
17766,2021/5/14,Yamagata,5
17767,2021/5/14,Fukushima,24
17768,2021/5/14,Ibaraki,16
17769,2021/5/14,Tochigi,4
17770,2021/5/14,Gunma,16
17771,2021/5/14,Saitama,48
17772,2021/5/14,Chiba,20
17773,2021/5/14,Tokyo,84
17774,2021/5/14,Kanagawa,54
17775,2021/5/14,Niigata,4
17776,2021/5/14,Toyama,5
17777,2021/5/14,Ishikawa,17
17778,2021/5/14,Fukui,0
17779,2021/5/14,Yamanashi,1
17780,2021/5/14,Nagano,9
17781,2021/5/14,Gifu,13
17782,2021/5/14,Shizuoka,7
17783,2021/5/14,Aichi,64
17784,2021/5/14,Mie,11
17785,2021/5/14,Shiga,8
17786,2021/5/14,Kyoto,29
17787,2021/5/14,Osaka,375
17788,2021/5/14,Hyogo,95
17789,2021/5/14,Nara,23
17790,2021/5/14,Wakayama,45
17791,2021/5/14,Tottori,1
17792,2021/5/14,Shimane,1
17793,2021/5/14,Okayama,26
17794,2021/5/14,Hiroshima,15
17795,2021/5/14,Yamaguchi,7
17796,2021/5/14,Tokushima,6
17797,2021/5/14,Kagawa,3
17798,2021/5/14,Ehime,7
17799,2021/5/14,Kochi,3
17800,2021/5/14,Fukuoka,68
17801,2021/5/14,Saga,3
17802,2021/5/14,Nagasaki,16
17803,2021/5/14,Kumamoto,22
17804,2021/5/14,Oita,5
17805,2021/5/14,Miyazaki,5
17806,2021/5/14,Kagoshima,3
17807,2021/5/14,Okinawa,12
17808,2021/5/15,ALL,1223
17809,2021/5/15,Hokkaido,31
17810,2021/5/15,Aomori,4
17811,2021/5/15,Iwate,2
17812,2021/5/15,Miyagi,13
17813,2021/5/15,Akita,0
17814,2021/5/15,Yamagata,5
17815,2021/5/15,Fukushima,24
17816,2021/5/15,Ibaraki,16
17817,2021/5/15,Tochigi,4
17818,2021/5/15,Gunma,14
17819,2021/5/15,Saitama,48
17820,2021/5/15,Chiba,19
17821,2021/5/15,Tokyo,85
17822,2021/5/15,Kanagawa,48
17823,2021/5/15,Niigata,6
17824,2021/5/15,Toyama,4
17825,2021/5/15,Ishikawa,16
17826,2021/5/15,Fukui,0
17827,2021/5/15,Yamanashi,1
17828,2021/5/15,Nagano,8
17829,2021/5/15,Gifu,14
17830,2021/5/15,Shizuoka,7
17831,2021/5/15,Aichi,66
17832,2021/5/15,Mie,11
17833,2021/5/15,Shiga,8
17834,2021/5/15,Kyoto,29
17835,2021/5/15,Osaka,380
17836,2021/5/15,Hyogo,97
17837,2021/5/15,Nara,23
17838,2021/5/15,Wakayama,39
17839,2021/5/15,Tottori,1
17840,2021/5/15,Shimane,1
17841,2021/5/15,Okayama,26
17842,2021/5/15,Hiroshima,15
17843,2021/5/15,Yamaguchi,6
17844,2021/5/15,Tokushima,6
17845,2021/5/15,Kagawa,3
17846,2021/5/15,Ehime,6
17847,2021/5/15,Kochi,3
17848,2021/5/15,Fukuoka,67
17849,2021/5/15,Saga,4
17850,2021/5/15,Nagasaki,17
17851,2021/5/15,Kumamoto,22
17852,2021/5/15,Oita,5
17853,2021/5/15,Miyazaki,5
17854,2021/5/15,Kagoshima,2
17855,2021/5/15,Okinawa,12
17856,2021/5/16,ALL,1227
17857,2021/5/16,Hokkaido,30
17858,2021/5/16,Aomori,4
17859,2021/5/16,Iwate,3
17860,2021/5/16,Miyagi,13
17861,2021/5/16,Akita,0
17862,2021/5/16,Yamagata,5
17863,2021/5/16,Fukushima,24
17864,2021/5/16,Ibaraki,17
17865,2021/5/16,Tochigi,3
17866,2021/5/16,Gunma,16
17867,2021/5/16,Saitama,48
17868,2021/5/16,Chiba,20
17869,2021/5/16,Tokyo,84
17870,2021/5/16,Kanagawa,49
17871,2021/5/16,Niigata,6
17872,2021/5/16,Toyama,4
17873,2021/5/16,Ishikawa,13
17874,2021/5/16,Fukui,0
17875,2021/5/16,Yamanashi,1
17876,2021/5/16,Nagano,8
17877,2021/5/16,Gifu,17
17878,2021/5/16,Shizuoka,7
17879,2021/5/16,Aichi,71
17880,2021/5/16,Mie,11
17881,2021/5/16,Shiga,8
17882,2021/5/16,Kyoto,29
17883,2021/5/16,Osaka,372
17884,2021/5/16,Hyogo,98
17885,2021/5/16,Nara,22
17886,2021/5/16,Wakayama,37
17887,2021/5/16,Tottori,1
17888,2021/5/16,Shimane,1
17889,2021/5/16,Okayama,26
17890,2021/5/16,Hiroshima,15
17891,2021/5/16,Yamaguchi,6
17892,2021/5/16,Tokushima,6
17893,2021/5/16,Kagawa,3
17894,2021/5/16,Ehime,5
17895,2021/5/16,Kochi,3
17896,2021/5/16,Fukuoka,72
17897,2021/5/16,Saga,8
17898,2021/5/16,Nagasaki,15
17899,2021/5/16,Kumamoto,22
17900,2021/5/16,Oita,6
17901,2021/5/16,Miyazaki,5
17902,2021/5/16,Kagoshima,3
17903,2021/5/16,Okinawa,10
17904,2021/5/17,ALL,1235
17905,2021/5/17,Hokkaido,34
17906,2021/5/17,Aomori,4
17907,2021/5/17,Iwate,3
17908,2021/5/17,Miyagi,12
17909,2021/5/17,Akita,0
17910,2021/5/17,Yamagata,5
17911,2021/5/17,Fukushima,21
17912,2021/5/17,Ibaraki,16
17913,2021/5/17,Tochigi,3
17914,2021/5/17,Gunma,16
17915,2021/5/17,Saitama,49
17916,2021/5/17,Chiba,20
17917,2021/5/17,Tokyo,85
17918,2021/5/17,Kanagawa,56
17919,2021/5/17,Niigata,6
17920,2021/5/17,Toyama,5
17921,2021/5/17,Ishikawa,11
17922,2021/5/17,Fukui,0
17923,2021/5/17,Yamanashi,1
17924,2021/5/17,Nagano,7
17925,2021/5/17,Gifu,19
17926,2021/5/17,Shizuoka,6
17927,2021/5/17,Aichi,70
17928,2021/5/17,Mie,12
17929,2021/5/17,Shiga,7
17930,2021/5/17,Kyoto,29
17931,2021/5/17,Osaka,369
17932,2021/5/17,Hyogo,100
17933,2021/5/17,Nara,23
17934,2021/5/17,Wakayama,37
17935,2021/5/17,Tottori,1
17936,2021/5/17,Shimane,2
17937,2021/5/17,Okayama,26
17938,2021/5/17,Hiroshima,17
17939,2021/5/17,Yamaguchi,7
17940,2021/5/17,Tokushima,5
17941,2021/5/17,Kagawa,4
17942,2021/5/17,Ehime,5
17943,2021/5/17,Kochi,3
17944,2021/5/17,Fukuoka,69
17945,2021/5/17,Saga,8
17946,2021/5/17,Nagasaki,15
17947,2021/5/17,Kumamoto,23
17948,2021/5/17,Oita,6
17949,2021/5/17,Miyazaki,5
17950,2021/5/17,Kagoshima,2
17951,2021/5/17,Okinawa,11
17952,2021/5/18,ALL,1293
17953,2021/5/18,Hokkaido,42
17954,2021/5/18,Aomori,3
17955,2021/5/18,Iwate,3
17956,2021/5/18,Miyagi,9
17957,2021/5/18,Akita,0
17958,2021/5/18,Yamagata,5
17959,2021/5/18,Fukushima,23
17960,2021/5/18,Ibaraki,15
17961,2021/5/18,Tochigi,3
17962,2021/5/18,Gunma,17
17963,2021/5/18,Saitama,53
17964,2021/5/18,Chiba,21
17965,2021/5/18,Tokyo,81
17966,2021/5/18,Kanagawa,61
17967,2021/5/18,Niigata,5
17968,2021/5/18,Toyama,6
17969,2021/5/18,Ishikawa,11
17970,2021/5/18,Fukui,0
17971,2021/5/18,Yamanashi,1
17972,2021/5/18,Nagano,6
17973,2021/5/18,Gifu,20
17974,2021/5/18,Shizuoka,9
17975,2021/5/18,Aichi,72
17976,2021/5/18,Mie,11
17977,2021/5/18,Shiga,7
17978,2021/5/18,Kyoto,28
17979,2021/5/18,Osaka,370
17980,2021/5/18,Hyogo,95
17981,2021/5/18,Nara,23
17982,2021/5/18,Wakayama,40
17983,2021/5/18,Tottori,1
17984,2021/5/18,Shimane,2
17985,2021/5/18,Okayama,26
17986,2021/5/18,Hiroshima,18
17987,2021/5/18,Yamaguchi,8
17988,2021/5/18,Tokushima,3
17989,2021/5/18,Kagawa,4
17990,2021/5/18,Ehime,5
17991,2021/5/18,Kochi,2
17992,2021/5/18,Fukuoka,77
17993,2021/5/18,Saga,8
17994,2021/5/18,Nagasaki,15
17995,2021/5/18,Kumamoto,21
17996,2021/5/18,Oita,7
17997,2021/5/18,Miyazaki,5
17998,2021/5/18,Kagoshima,3
17999,2021/5/18,Okinawa,48
18000,2021/5/19,ALL,1288
18001,2021/5/19,Hokkaido,43
18002,2021/5/19,Aomori,5
18003,2021/5/19,Iwate,1
18004,2021/5/19,Miyagi,9
18005,2021/5/19,Akita,0
18006,2021/5/19,Yamagata,5
18007,2021/5/19,Fukushima,23
18008,2021/5/19,Ibaraki,14
18009,2021/5/19,Tochigi,7
18010,2021/5/19,Gunma,15
18011,2021/5/19,Saitama,54
18012,2021/5/19,Chiba,24
18013,2021/5/19,Tokyo,73
18014,2021/5/19,Kanagawa,63
18015,2021/5/19,Niigata,6
18016,2021/5/19,Toyama,5
18017,2021/5/19,Ishikawa,10
18018,2021/5/19,Fukui,0
18019,2021/5/19,Yamanashi,1
18020,2021/5/19,Nagano,7
18021,2021/5/19,Gifu,17
18022,2021/5/19,Shizuoka,9
18023,2021/5/19,Aichi,70
