,Date,Prefecture,Deaths(Cumulative)
2200,2020/6/23,Fukuoka,33
2201,2020/6/23,Saga,0
2202,2020/6/23,Nagasaki,1
2203,2020/6/23,Kumamoto,3
2204,2020/6/23,Oita,1
2205,2020/6/23,Miyazaki,0
2206,2020/6/23,Kagoshima,0
2207,2020/6/23,Okinawa,7
2208,2020/6/24,ALL,967
2209,2020/6/24,Hokkaido,97
2210,2020/6/24,Aomori,1
2211,2020/6/24,Iwate,0
2212,2020/6/24,Miyagi,1
2213,2020/6/24,Akita,0
2214,2020/6/24,Yamagata,0
2215,2020/6/24,Fukushima,0
2216,2020/6/24,Ibaraki,10
2217,2020/6/24,Tochigi,0
2218,2020/6/24,Gunma,19
2219,2020/6/24,Saitama,65
2220,2020/6/24,Chiba,45
2221,2020/6/24,Tokyo,325
2222,2020/6/24,Kanagawa,94
2223,2020/6/24,Niigata,0
2224,2020/6/24,Toyama,22
2225,2020/6/24,Ishikawa,27
2226,2020/6/24,Fukui,8
2227,2020/6/24,Yamanashi,1
2228,2020/6/24,Nagano,0
2229,2020/6/24,Gifu,7
2230,2020/6/24,Shizuoka,1
2231,2020/6/24,Aichi,34
2232,2020/6/24,Mie,1
2233,2020/6/24,Shiga,1
2234,2020/6/24,Kyoto,18
2235,2020/6/24,Osaka,86
2236,2020/6/24,Hyogo,43
2237,2020/6/24,Nara,2
2238,2020/6/24,Wakayama,3
2239,2020/6/24,Tottori,0
2240,2020/6/24,Shimane,0
2241,2020/6/24,Okayama,0
2242,2020/6/24,Hiroshima,3
2243,2020/6/24,Yamaguchi,0
2244,2020/6/24,Tokushima,1
2245,2020/6/24,Kagawa,0
2246,2020/6/24,Ehime,4
2247,2020/6/24,Kochi,3
2248,2020/6/24,Fukuoka,33
2249,2020/6/24,Saga,0
2250,2020/6/24,Nagasaki,1
2251,2020/6/24,Kumamoto,3
2252,2020/6/24,Oita,1
2253,2020/6/24,Miyazaki,0
2254,2020/6/24,Kagoshima,0
2255,2020/6/24,Okinawa,7
2256,2020/6/25,ALL,968
2257,2020/6/25,Hokkaido,98
2258,2020/6/25,Aomori,1
2259,2020/6/25,Iwate,0
2260,2020/6/25,Miyagi,1
2261,2020/6/25,Akita,0
2262,2020/6/25,Yamagata,0
2263,2020/6/25,Fukushima,0
2264,2020/6/25,Ibaraki,10
2265,2020/6/25,Tochigi,0
2266,2020/6/25,Gunma,19
2267,2020/6/25,Saitama,65
2268,2020/6/25,Chiba,45
2269,2020/6/25,Tokyo,325
2270,2020/6/25,Kanagawa,94
2271,2020/6/25,Niigata,0
2272,2020/6/25,Toyama,22
2273,2020/6/25,Ishikawa,27
2274,2020/6/25,Fukui,8
2275,2020/6/25,Yamanashi,1
2276,2020/6/25,Nagano,0
2277,2020/6/25,Gifu,7
2278,2020/6/25,Shizuoka,1
2279,2020/6/25,Aichi,34
2280,2020/6/25,Mie,1
2281,2020/6/25,Shiga,1
2282,2020/6/25,Kyoto,18
2283,2020/6/25,Osaka,86
2284,2020/6/25,Hyogo,43
2285,2020/6/25,Nara,2
2286,2020/6/25,Wakayama,3
2287,2020/6/25,Tottori,0
2288,2020/6/25,Shimane,0
2289,2020/6/25,Okayama,0
2290,2020/6/25,Hiroshima,3
2291,2020/6/25,Yamaguchi,0
2292,2020/6/25,Tokushima,1
2293,2020/6/25,Kagawa,0
2294,2020/6/25,Ehime,4
2295,2020/6/25,Kochi,3
2296,2020/6/25,Fukuoka,33
2297,2020/6/25,Saga,0
2298,2020/6/25,Nagasaki,1
2299,2020/6/25,Kumamoto,3
2300,2020/6/25,Oita,1
2301,2020/6/25,Miyazaki,0
2302,2020/6/25,Kagoshima,0
2303,2020/6/25,Okinawa,7
2304,2020/6/26,ALL,970
2305,2020/6/26,Hokkaido,98
2306,2020/6/26,Aomori,1
2307,2020/6/26,Iwate,0
2308,2020/6/26,Miyagi,1
2309,2020/6/26,Akita,0
2310,2020/6/26,Yamagata,0
2311,2020/6/26,Fukushima,0
2312,2020/6/26,Ibaraki,10
2313,2020/6/26,Tochigi,0
2314,2020/6/26,Gunma,19
2315,2020/6/26,Saitama,65
2316,2020/6/26,Chiba,45
2317,2020/6/26,Tokyo,325
2318,2020/6/26,Kanagawa,96
2319,2020/6/26,Niigata,0
2320,2020/6/26,Toyama,22
2321,2020/6/26,Ishikawa,27
2322,2020/6/26,Fukui,8
2323,2020/6/26,Yamanashi,1
2324,2020/6/26,Nagano,0
2325,2020/6/26,Gifu,7
2326,2020/6/26,Shizuoka,1
2327,2020/6/26,Aichi,34
2328,2020/6/26,Mie,1
2329,2020/6/26,Shiga,1
2330,2020/6/26,Kyoto,18
2331,2020/6/26,Osaka,86
2332,2020/6/26,Hyogo,43
2333,2020/6/26,Nara,2
2334,2020/6/26,Wakayama,3
2335,2020/6/26,Tottori,0
2336,2020/6/26,Shimane,0
2337,2020/6/26,Okayama,0
2338,2020/6/26,Hiroshima,3
2339,2020/6/26,Yamaguchi,0
2340,2020/6/26,Tokushima,1
2341,2020/6/26,Kagawa,0
2342,2020/6/26,Ehime,4
2343,2020/6/26,Kochi,3
2344,2020/6/26,Fukuoka,33
2345,2020/6/26,Saga,0
2346,2020/6/26,Nagasaki,1
2347,2020/6/26,Kumamoto,3
2348,2020/6/26,Oita,1
2349,2020/6/26,Miyazaki,0
2350,2020/6/26,Kagoshima,0
2351,2020/6/26,Okinawa,7
2352,2020/6/27,ALL,970
2353,2020/6/27,Hokkaido,98
2354,2020/6/27,Aomori,1
2355,2020/6/27,Iwate,0
2356,2020/6/27,Miyagi,1
2357,2020/6/27,Akita,0
2358,2020/6/27,Yamagata,0
2359,2020/6/27,Fukushima,0
2360,2020/6/27,Ibaraki,10
2361,2020/6/27,Tochigi,0
2362,2020/6/27,Gunma,19
2363,2020/6/27,Saitama,65
2364,2020/6/27,Chiba,45
2365,2020/6/27,Tokyo,325
2366,2020/6/27,Kanagawa,96
2367,2020/6/27,Niigata,0
2368,2020/6/27,Toyama,22
2369,2020/6/27,Ishikawa,27
2370,2020/6/27,Fukui,8
2371,2020/6/27,Yamanashi,1
2372,2020/6/27,Nagano,0
2373,2020/6/27,Gifu,7
2374,2020/6/27,Shizuoka,1
2375,2020/6/27,Aichi,34
2376,2020/6/27,Mie,1
2377,2020/6/27,Shiga,1
2378,2020/6/27,Kyoto,18
2379,2020/6/27,Osaka,86
2380,2020/6/27,Hyogo,43
2381,2020/6/27,Nara,2
2382,2020/6/27,Wakayama,3
2383,2020/6/27,Tottori,0
2384,2020/6/27,Shimane,0
2385,2020/6/27,Okayama,0
2386,2020/6/27,Hiroshima,3
2387,2020/6/27,Yamaguchi,0
2388,2020/6/27,Tokushima,1
2389,2020/6/27,Kagawa,0
2390,2020/6/27,Ehime,4
2391,2020/6/27,Kochi,3
2392,2020/6/27,Fukuoka,33
2393,2020/6/27,Saga,0
2394,2020/6/27,Nagasaki,1
2395,2020/6/27,Kumamoto,3
2396,2020/6/27,Oita,1
2397,2020/6/27,Miyazaki,0
2398,2020/6/27,Kagoshima,0
2399,2020/6/27,Okinawa,7
2400,2020/6/28,ALL,971
2401,2020/6/28,Hokkaido,99
2402,2020/6/28,Aomori,1
2403,2020/6/28,Iwate,0
2404,2020/6/28,Miyagi,1
2405,2020/6/28,Akita,0
2406,2020/6/28,Yamagata,0
2407,2020/6/28,Fukushima,0
2408,2020/6/28,Ibaraki,10
2409,2020/6/28,Tochigi,0
2410,2020/6/28,Gunma,19
2411,2020/6/28,Saitama,65
2412,2020/6/28,Chiba,45
2413,2020/6/28,Tokyo,325
2414,2020/6/28,Kanagawa,96
2415,2020/6/28,Niigata,0
2416,2020/6/28,Toyama,22
2417,2020/6/28,Ishikawa,27
2418,2020/6/28,Fukui,8
2419,2020/6/28,Yamanashi,1
2420,2020/6/28,Nagano,0
2421,2020/6/28,Gifu,7
2422,2020/6/28,Shizuoka,1
2423,2020/6/28,Aichi,34
2424,2020/6/28,Mie,1
2425,2020/6/28,Shiga,1
2426,2020/6/28,Kyoto,18
2427,2020/6/28,Osaka,86
2428,2020/6/28,Hyogo,43
2429,2020/6/28,Nara,2
2430,2020/6/28,Wakayama,3
2431,2020/6/28,Tottori,0
2432,2020/6/28,Shimane,0
2433,2020/6/28,Okayama,0
2434,2020/6/28,Hiroshima,3
2435,2020/6/28,Yamaguchi,0
2436,2020/6/28,Tokushima,1
2437,2020/6/28,Kagawa,0
2438,2020/6/28,Ehime,4
2439,2020/6/28,Kochi,3
2440,2020/6/28,Fukuoka,33
2441,2020/6/28,Saga,0
2442,2020/6/28,Nagasaki,1
2443,2020/6/28,Kumamoto,3
2444,2020/6/28,Oita,1
2445,2020/6/28,Miyazaki,0
2446,2020/6/28,Kagoshima,0
2447,2020/6/28,Okinawa,7
2448,2020/6/29,ALL,971
2449,2020/6/29,Hokkaido,99
2450,2020/6/29,Aomori,1
2451,2020/6/29,Iwate,0
2452,2020/6/29,Miyagi,1
2453,2020/6/29,Akita,0
2454,2020/6/29,Yamagata,0
2455,2020/6/29,Fukushima,0
2456,2020/6/29,Ibaraki,10
2457,2020/6/29,Tochigi,0
2458,2020/6/29,Gunma,19
2459,2020/6/29,Saitama,65
2460,2020/6/29,Chiba,45
2461,2020/6/29,Tokyo,325
2462,2020/6/29,Kanagawa,96
2463,2020/6/29,Niigata,0
2464,2020/6/29,Toyama,22
2465,2020/6/29,Ishikawa,27
2466,2020/6/29,Fukui,8
2467,2020/6/29,Yamanashi,1
2468,2020/6/29,Nagano,0
2469,2020/6/29,Gifu,7
2470,2020/6/29,Shizuoka,1
2471,2020/6/29,Aichi,34
2472,2020/6/29,Mie,1
2473,2020/6/29,Shiga,1
2474,2020/6/29,Kyoto,18
2475,2020/6/29,Osaka,86
2476,2020/6/29,Hyogo,43
2477,2020/6/29,Nara,2
2478,2020/6/29,Wakayama,3
2479,2020/6/29,Tottori,0
2480,2020/6/29,Shimane,0
2481,2020/6/29,Okayama,0
2482,2020/6/29,Hiroshima,3
2483,2020/6/29,Yamaguchi,0
2484,2020/6/29,Tokushima,1
2485,2020/6/29,Kagawa,0
2486,2020/6/29,Ehime,4
2487,2020/6/29,Kochi,3
2488,2020/6/29,Fukuoka,33
2489,2020/6/29,Saga,0
2490,2020/6/29,Nagasaki,1
2491,2020/6/29,Kumamoto,3
2492,2020/6/29,Oita,1
2493,2020/6/29,Miyazaki,0
2494,2020/6/29,Kagoshima,0
2495,2020/6/29,Okinawa,7
2496,2020/6/30,ALL,973
2497,2020/6/30,Hokkaido,99
2498,2020/6/30,Aomori,1
2499,2020/6/30,Iwate,0
2500,2020/6/30,Miyagi,1
2501,2020/6/30,Akita,0
2502,2020/6/30,Yamagata,0
2503,2020/6/30,Fukushima,0
2504,2020/6/30,Ibaraki,10
2505,2020/6/30,Tochigi,0
2506,2020/6/30,Gunma,19
2507,2020/6/30,Saitama,65
2508,2020/6/30,Chiba,45
2509,2020/6/30,Tokyo,325
2510,2020/6/30,Kanagawa,96
2511,2020/6/30,Niigata,0
2512,2020/6/30,Toyama,22
2513,2020/6/30,Ishikawa,27
2514,2020/6/30,Fukui,8
2515,2020/6/30,Yamanashi,1
2516,2020/6/30,Nagano,0
2517,2020/6/30,Gifu,7
2518,2020/6/30,Shizuoka,1
2519,2020/6/30,Aichi,34
2520,2020/6/30,Mie,1
2521,2020/6/30,Shiga,1
2522,2020/6/30,Kyoto,18
2523,2020/6/30,Osaka,86
2524,2020/6/30,Hyogo,45
2525,2020/6/30,Nara,2
2526,2020/6/30,Wakayama,3
2527,2020/6/30,Tottori,0
2528,2020/6/30,Shimane,0
2529,2020/6/30,Okayama,0
2530,2020/6/30,Hiroshima,3
2531,2020/6/30,Yamaguchi,0
2532,2020/6/30,Tokushima,1
2533,2020/6/30,Kagawa,0
2534,2020/6/30,Ehime,4
2535,2020/6/30,Kochi,3
2536,2020/6/30,Fukuoka,33
2537,2020/6/30,Saga,0
2538,2020/6/30,Nagasaki,1
2539,2020/6/30,Kumamoto,3
2540,2020/6/30,Oita,1
2541,2020/6/30,Miyazaki,0
2542,2020/6/30,Kagoshima,0
2543,2020/6/30,Okinawa,7
2544,2020/7/1,ALL,974
2545,2020/7/1,Hokkaido,99
2546,2020/7/1,Aomori,1
2547,2020/7/1,Iwate,0
2548,2020/7/1,Miyagi,1
2549,2020/7/1,Akita,0
2550,2020/7/1,Yamagata,0
2551,2020/7/1,Fukushima,0
2552,2020/7/1,Ibaraki,10
2553,2020/7/1,Tochigi,0
2554,2020/7/1,Gunma,19
2555,2020/7/1,Saitama,65
2556,2020/7/1,Chiba,45
2557,2020/7/1,Tokyo,325
2558,2020/7/1,Kanagawa,96
2559,2020/7/1,Niigata,0
2560,2020/7/1,Toyama,22
2561,2020/7/1,Ishikawa,27
2562,2020/7/1,Fukui,8
2563,2020/7/1,Yamanashi,1
2564,2020/7/1,Nagano,0
2565,2020/7/1,Gifu,7
2566,2020/7/1,Shizuoka,1
2567,2020/7/1,Aichi,34
2568,2020/7/1,Mie,1
2569,2020/7/1,Shiga,1
2570,2020/7/1,Kyoto,18
2571,2020/7/1,Osaka,86
2572,2020/7/1,Hyogo,45
2573,2020/7/1,Nara,2
2574,2020/7/1,Wakayama,3
2575,2020/7/1,Tottori,0
2576,2020/7/1,Shimane,0
2577,2020/7/1,Okayama,0
2578,2020/7/1,Hiroshima,3
2579,2020/7/1,Yamaguchi,0
2580,2020/7/1,Tokushima,1
2581,2020/7/1,Kagawa,0
2582,2020/7/1,Ehime,5
2583,2020/7/1,Kochi,3
2584,2020/7/1,Fukuoka,33
2585,2020/7/1,Saga,0
2586,2020/7/1,Nagasaki,1
2587,2020/7/1,Kumamoto,3
2588,2020/7/1,Oita,1
2589,2020/7/1,Miyazaki,0
2590,2020/7/1,Kagoshima,0
2591,2020/7/1,Okinawa,7
2592,2020/7/2,ALL,975
2593,2020/7/2,Hokkaido,100
2594,2020/7/2,Aomori,1
2595,2020/7/2,Iwate,0
2596,2020/7/2,Miyagi,1
2597,2020/7/2,Akita,0
2598,2020/7/2,Yamagata,0
2599,2020/7/2,Fukushima,0
2600,2020/7/2,Ibaraki,10
2601,2020/7/2,Tochigi,0
2602,2020/7/2,Gunma,19
2603,2020/7/2,Saitama,65
2604,2020/7/2,Chiba,45
2605,2020/7/2,Tokyo,325
2606,2020/7/2,Kanagawa,96
2607,2020/7/2,Niigata,0
2608,2020/7/2,Toyama,22
2609,2020/7/2,Ishikawa,27
2610,2020/7/2,Fukui,8
2611,2020/7/2,Yamanashi,1
2612,2020/7/2,Nagano,0
2613,2020/7/2,Gifu,7
2614,2020/7/2,Shizuoka,1
2615,2020/7/2,Aichi,34
2616,2020/7/2,Mie,1
2617,2020/7/2,Shiga,1
2618,2020/7/2,Kyoto,18
2619,2020/7/2,Osaka,86
2620,2020/7/2,Hyogo,45
2621,2020/7/2,Nara,2
2622,2020/7/2,Wakayama,3
2623,2020/7/2,Tottori,0
2624,2020/7/2,Shimane,0
2625,2020/7/2,Okayama,0
2626,2020/7/2,Hiroshima,3
2627,2020/7/2,Yamaguchi,0
2628,2020/7/2,Tokushima,1
2629,2020/7/2,Kagawa,0
2630,2020/7/2,Ehime,5
2631,2020/7/2,Kochi,3
2632,2020/7/2,Fukuoka,33
2633,2020/7/2,Saga,0
2634,2020/7/2,Nagasaki,1
2635,2020/7/2,Kumamoto,3
2636,2020/7/2,Oita,1
2637,2020/7/2,Miyazaki,0
2638,2020/7/2,Kagoshima,0
2639,2020/7/2,Okinawa,7
2640,2020/7/3,ALL,976
2641,2020/7/3,Hokkaido,101
2642,2020/7/3,Aomori,1
2643,2020/7/3,Iwate,0
2644,2020/7/3,Miyagi,1
2645,2020/7/3,Akita,0
2646,2020/7/3,Yamagata,0
2647,2020/7/3,Fukushima,0
2648,2020/7/3,Ibaraki,10
2649,2020/7/3,Tochigi,0
2650,2020/7/3,Gunma,19
2651,2020/7/3,Saitama,65
2652,2020/7/3,Chiba,45
2653,2020/7/3,Tokyo,325
2654,2020/7/3,Kanagawa,96
2655,2020/7/3,Niigata,0
2656,2020/7/3,Toyama,22
2657,2020/7/3,Ishikawa,27
2658,2020/7/3,Fukui,8
2659,2020/7/3,Yamanashi,1
2660,2020/7/3,Nagano,0
2661,2020/7/3,Gifu,7
2662,2020/7/3,Shizuoka,1
2663,2020/7/3,Aichi,34
2664,2020/7/3,Mie,1
2665,2020/7/3,Shiga,1
2666,2020/7/3,Kyoto,18
2667,2020/7/3,Osaka,86
2668,2020/7/3,Hyogo,45
2669,2020/7/3,Nara,2
2670,2020/7/3,Wakayama,3
2671,2020/7/3,Tottori,0
2672,2020/7/3,Shimane,0
2673,2020/7/3,Okayama,0
2674,2020/7/3,Hiroshima,3
2675,2020/7/3,Yamaguchi,0
2676,2020/7/3,Tokushima,1
2677,2020/7/3,Kagawa,0
2678,2020/7/3,Ehime,5
2679,2020/7/3,Kochi,3
2680,2020/7/3,Fukuoka,33
2681,2020/7/3,Saga,0
2682,2020/7/3,Nagasaki,1
2683,2020/7/3,Kumamoto,3
2684,2020/7/3,Oita,1
2685,2020/7/3,Miyazaki,0
2686,2020/7/3,Kagoshima,0
2687,2020/7/3,Okinawa,7
2688,2020/7/4,ALL,976
2689,2020/7/4,Hokkaido,101
2690,2020/7/4,Aomori,1
2691,2020/7/4,Iwate,0
2692,2020/7/4,Miyagi,1
2693,2020/7/4,Akita,0
2694,2020/7/4,Yamagata,0
2695,2020/7/4,Fukushima,0
2696,2020/7/4,Ibaraki,10
2697,2020/7/4,Tochigi,0
2698,2020/7/4,Gunma,19
2699,2020/7/4,Saitama,65
2700,2020/7/4,Chiba,45
2701,2020/7/4,Tokyo,325
2702,2020/7/4,Kanagawa,96
2703,2020/7/4,Niigata,0
2704,2020/7/4,Toyama,22
2705,2020/7/4,Ishikawa,27
2706,2020/7/4,Fukui,8
2707,2020/7/4,Yamanashi,1
2708,2020/7/4,Nagano,0
2709,2020/7/4,Gifu,7
2710,2020/7/4,Shizuoka,1
2711,2020/7/4,Aichi,34
2712,2020/7/4,Mie,1
2713,2020/7/4,Shiga,1
2714,2020/7/4,Kyoto,18
2715,2020/7/4,Osaka,86
2716,2020/7/4,Hyogo,45
2717,2020/7/4,Nara,2
2718,2020/7/4,Wakayama,3
2719,2020/7/4,Tottori,0
2720,2020/7/4,Shimane,0
2721,2020/7/4,Okayama,0
2722,2020/7/4,Hiroshima,3
2723,2020/7/4,Yamaguchi,0
2724,2020/7/4,Tokushima,1
2725,2020/7/4,Kagawa,0
2726,2020/7/4,Ehime,5
2727,2020/7/4,Kochi,3
2728,2020/7/4,Fukuoka,33
2729,2020/7/4,Saga,0
2730,2020/7/4,Nagasaki,1
2731,2020/7/4,Kumamoto,3
2732,2020/7/4,Oita,1
2733,2020/7/4,Miyazaki,0
2734,2020/7/4,Kagoshima,0
2735,2020/7/4,Okinawa,7
2736,2020/7/5,ALL,976
2737,2020/7/5,Hokkaido,101
2738,2020/7/5,Aomori,1
2739,2020/7/5,Iwate,0
2740,2020/7/5,Miyagi,1
2741,2020/7/5,Akita,0
2742,2020/7/5,Yamagata,0
2743,2020/7/5,Fukushima,0
2744,2020/7/5,Ibaraki,10
2745,2020/7/5,Tochigi,0
2746,2020/7/5,Gunma,19
2747,2020/7/5,Saitama,65
2748,2020/7/5,Chiba,45
2749,2020/7/5,Tokyo,325
2750,2020/7/5,Kanagawa,96
2751,2020/7/5,Niigata,0
2752,2020/7/5,Toyama,22
2753,2020/7/5,Ishikawa,27
2754,2020/7/5,Fukui,8
2755,2020/7/5,Yamanashi,1
2756,2020/7/5,Nagano,0
2757,2020/7/5,Gifu,7
2758,2020/7/5,Shizuoka,1
2759,2020/7/5,Aichi,34
2760,2020/7/5,Mie,1
2761,2020/7/5,Shiga,1
2762,2020/7/5,Kyoto,18
2763,2020/7/5,Osaka,86
2764,2020/7/5,Hyogo,45
2765,2020/7/5,Nara,2
2766,2020/7/5,Wakayama,3
2767,2020/7/5,Tottori,0
2768,2020/7/5,Shimane,0
2769,2020/7/5,Okayama,0
2770,2020/7/5,Hiroshima,3
2771,2020/7/5,Yamaguchi,0
2772,2020/7/5,Tokushima,1
2773,2020/7/5,Kagawa,0
2774,2020/7/5,Ehime,5
2775,2020/7/5,Kochi,3
2776,2020/7/5,Fukuoka,33
2777,2020/7/5,Saga,0
2778,2020/7/5,Nagasaki,1
2779,2020/7/5,Kumamoto,3
2780,2020/7/5,Oita,1
2781,2020/7/5,Miyazaki,0
2782,2020/7/5,Kagoshima,0
2783,2020/7/5,Okinawa,7
2784,2020/7/6,ALL,977
2785,2020/7/6,Hokkaido,101
2786,2020/7/6,Aomori,1
2787,2020/7/6,Iwate,0
2788,2020/7/6,Miyagi,1
2789,2020/7/6,Akita,0
2790,2020/7/6,Yamagata,0
2791,2020/7/6,Fukushima,0
2792,2020/7/6,Ibaraki,10
2793,2020/7/6,Tochigi,0
2794,2020/7/6,Gunma,19
2795,2020/7/6,Saitama,66
2796,2020/7/6,Chiba,45
2797,2020/7/6,Tokyo,325
2798,2020/7/6,Kanagawa,96
2799,2020/7/6,Niigata,0
2800,2020/7/6,Toyama,22
2801,2020/7/6,Ishikawa,27
2802,2020/7/6,Fukui,8
2803,2020/7/6,Yamanashi,1
2804,2020/7/6,Nagano,0
2805,2020/7/6,Gifu,7
2806,2020/7/6,Shizuoka,1
2807,2020/7/6,Aichi,34
2808,2020/7/6,Mie,1
2809,2020/7/6,Shiga,1
2810,2020/7/6,Kyoto,18
2811,2020/7/6,Osaka,86
2812,2020/7/6,Hyogo,45
2813,2020/7/6,Nara,2
2814,2020/7/6,Wakayama,3
2815,2020/7/6,Tottori,0
2816,2020/7/6,Shimane,0
2817,2020/7/6,Okayama,0
2818,2020/7/6,Hiroshima,3
2819,2020/7/6,Yamaguchi,0
2820,2020/7/6,Tokushima,1
2821,2020/7/6,Kagawa,0
2822,2020/7/6,Ehime,5
2823,2020/7/6,Kochi,3
2824,2020/7/6,Fukuoka,33
2825,2020/7/6,Saga,0
2826,2020/7/6,Nagasaki,1
2827,2020/7/6,Kumamoto,3
2828,2020/7/6,Oita,1
2829,2020/7/6,Miyazaki,0
2830,2020/7/6,Kagoshima,0
2831,2020/7/6,Okinawa,7
2832,2020/7/7,ALL,979
2833,2020/7/7,Hokkaido,101
2834,2020/7/7,Aomori,1
2835,2020/7/7,Iwate,0
2836,2020/7/7,Miyagi,1
2837,2020/7/7,Akita,0
2838,2020/7/7,Yamagata,0
2839,2020/7/7,Fukushima,0
2840,2020/7/7,Ibaraki,10
2841,2020/7/7,Tochigi,0
2842,2020/7/7,Gunma,19
2843,2020/7/7,Saitama,67
2844,2020/7/7,Chiba,46
2845,2020/7/7,Tokyo,325
2846,2020/7/7,Kanagawa,96
2847,2020/7/7,Niigata,0
2848,2020/7/7,Toyama,22
2849,2020/7/7,Ishikawa,27
2850,2020/7/7,Fukui,8
2851,2020/7/7,Yamanashi,1
2852,2020/7/7,Nagano,0
2853,2020/7/7,Gifu,7
2854,2020/7/7,Shizuoka,1
2855,2020/7/7,Aichi,34
2856,2020/7/7,Mie,1
2857,2020/7/7,Shiga,1
2858,2020/7/7,Kyoto,18
2859,2020/7/7,Osaka,86
2860,2020/7/7,Hyogo,45
2861,2020/7/7,Nara,2
2862,2020/7/7,Wakayama,3
2863,2020/7/7,Tottori,0
2864,2020/7/7,Shimane,0
2865,2020/7/7,Okayama,0
2866,2020/7/7,Hiroshima,3
2867,2020/7/7,Yamaguchi,0
2868,2020/7/7,Tokushima,1
2869,2020/7/7,Kagawa,0
2870,2020/7/7,Ehime,5
2871,2020/7/7,Kochi,3
2872,2020/7/7,Fukuoka,33
2873,2020/7/7,Saga,0
2874,2020/7/7,Nagasaki,1
2875,2020/7/7,Kumamoto,3
2876,2020/7/7,Oita,1
2877,2020/7/7,Miyazaki,0
2878,2020/7/7,Kagoshima,0
2879,2020/7/7,Okinawa,7
2880,2020/7/8,ALL,980
2881,2020/7/8,Hokkaido,101
2882,2020/7/8,Aomori,1
2883,2020/7/8,Iwate,0
2884,2020/7/8,Miyagi,1
2885,2020/7/8,Akita,0
2886,2020/7/8,Yamagata,1
2887,2020/7/8,Fukushima,0
2888,2020/7/8,Ibaraki,10
2889,2020/7/8,Tochigi,0
2890,2020/7/8,Gunma,19
2891,2020/7/8,Saitama,67
2892,2020/7/8,Chiba,46
2893,2020/7/8,Tokyo,325
2894,2020/7/8,Kanagawa,96
2895,2020/7/8,Niigata,0
2896,2020/7/8,Toyama,22
2897,2020/7/8,Ishikawa,27
2898,2020/7/8,Fukui,8
2899,2020/7/8,Yamanashi,1
2900,2020/7/8,Nagano,0
2901,2020/7/8,Gifu,7
2902,2020/7/8,Shizuoka,1
2903,2020/7/8,Aichi,34
2904,2020/7/8,Mie,1
2905,2020/7/8,Shiga,1
2906,2020/7/8,Kyoto,18
2907,2020/7/8,Osaka,86
2908,2020/7/8,Hyogo,45
2909,2020/7/8,Nara,2
2910,2020/7/8,Wakayama,3
2911,2020/7/8,Tottori,0
2912,2020/7/8,Shimane,0
2913,2020/7/8,Okayama,0
2914,2020/7/8,Hiroshima,3
2915,2020/7/8,Yamaguchi,0
2916,2020/7/8,Tokushima,1
2917,2020/7/8,Kagawa,0
2918,2020/7/8,Ehime,5
2919,2020/7/8,Kochi,3
2920,2020/7/8,Fukuoka,33
2921,2020/7/8,Saga,0
2922,2020/7/8,Nagasaki,1
2923,2020/7/8,Kumamoto,3
2924,2020/7/8,Oita,1
2925,2020/7/8,Miyazaki,0
2926,2020/7/8,Kagoshima,0
2927,2020/7/8,Okinawa,7
2928,2020/7/9,ALL,981
2929,2020/7/9,Hokkaido,101
2930,2020/7/9,Aomori,1
2931,2020/7/9,Iwate,0
2932,2020/7/9,Miyagi,1
2933,2020/7/9,Akita,0
2934,2020/7/9,Yamagata,1
2935,2020/7/9,Fukushima,0
2936,2020/7/9,Ibaraki,10
2937,2020/7/9,Tochigi,0
2938,2020/7/9,Gunma,19
2939,2020/7/9,Saitama,67
2940,2020/7/9,Chiba,46
2941,2020/7/9,Tokyo,325
2942,2020/7/9,Kanagawa,97
2943,2020/7/9,Niigata,0
2944,2020/7/9,Toyama,22
2945,2020/7/9,Ishikawa,27
2946,2020/7/9,Fukui,8
2947,2020/7/9,Yamanashi,1
2948,2020/7/9,Nagano,0
2949,2020/7/9,Gifu,7
2950,2020/7/9,Shizuoka,1
2951,2020/7/9,Aichi,34
2952,2020/7/9,Mie,1
2953,2020/7/9,Shiga,1
2954,2020/7/9,Kyoto,18
2955,2020/7/9,Osaka,86
2956,2020/7/9,Hyogo,45
2957,2020/7/9,Nara,2
2958,2020/7/9,Wakayama,3
2959,2020/7/9,Tottori,0
2960,2020/7/9,Shimane,0
2961,2020/7/9,Okayama,0
2962,2020/7/9,Hiroshima,3
2963,2020/7/9,Yamaguchi,0
2964,2020/7/9,Tokushima,1
2965,2020/7/9,Kagawa,0
2966,2020/7/9,Ehime,5
2967,2020/7/9,Kochi,3
2968,2020/7/9,Fukuoka,33
2969,2020/7/9,Saga,0
2970,2020/7/9,Nagasaki,1
2971,2020/7/9,Kumamoto,3
2972,2020/7/9,Oita,1
2973,2020/7/9,Miyazaki,0
2974,2020/7/9,Kagoshima,0
2975,2020/7/9,Okinawa,7
2976,2020/7/10,ALL,981
2977,2020/7/10,Hokkaido,101
2978,2020/7/10,Aomori,1
2979,2020/7/10,Iwate,0
2980,2020/7/10,Miyagi,1
2981,2020/7/10,Akita,0
2982,2020/7/10,Yamagata,1
2983,2020/7/10,Fukushima,0
2984,2020/7/10,Ibaraki,10
2985,2020/7/10,Tochigi,0
2986,2020/7/10,Gunma,19
2987,2020/7/10,Saitama,67
2988,2020/7/10,Chiba,46
2989,2020/7/10,Tokyo,325
2990,2020/7/10,Kanagawa,97
