,Date,Prefecture,Requiring inpatient care,Discharged from hospital or released from treatment,To be confirmed
13270,2021/2/15,Toyama,18,843,0
13271,2021/2/15,Ishikawa,228,1461,56
13272,2021/2/15,Fukui,21,484,0
13273,2021/2/15,Yamanashi,19,893,0
13274,2021/2/15,Nagano,48,2287,29
13275,2021/2/15,Gifu,258,4236,0
13276,2021/2/15,Shizuoka,165,4598,0
13277,2021/2/15,Aichi,1233,23494,0
13278,2021/2/15,Mie,168,2180,0
13279,2021/2/15,Shiga,156,2130,0
13280,2021/2/15,Kyoto,570,8221,22
13281,2021/2/15,Osaka,1876,42638,444
13282,2021/2/15,Hyogo,828,16206,0
13283,2021/2/15,Nara,137,3093,0
13284,2021/2/15,Wakayama,53,1058,23
13285,2021/2/15,Tottori,8,194,3
13286,2021/2/15,Shimane,7,273,0
13287,2021/2/15,Okayama,96,2300,27
13288,2021/2/15,Hiroshima,117,4725,8
13289,2021/2/15,Yamaguchi,138,1183,0
13290,2021/2/15,Tokushima,47,368,0
13291,2021/2/15,Kagawa,51,654,0
13292,2021/2/15,Ehime,47,960,0
13293,2021/2/15,Kochi,18,842,0
13294,2021/2/15,Fukuoka,1361,15799,0
13295,2021/2/15,Saga,36,974,21
13296,2021/2/15,Kumamoto,87,3247,9
13297,2021/2/15,Oita,82,1163,0
13298,2021/2/15,Miyazaki,73,1834,7
13299,2021/2/15,Kagoshima,94,1630,20
13300,2021/2/15,Okinawa,360,7538,5
13301,2021/2/16,ALL,20331,389042,727
13302,2021/2/16,Hokkaido,825,17157,46
13303,2021/2/16,Aomori,72,721,0
13304,2021/2/16,Iwate,19,482,0
13305,2021/2/16,Miyagi,79,3411,0
13306,2021/2/16,Akita,17,246,0
13307,2021/2/16,Yamagata,26,493,0
13308,2021/2/16,Fukushima,120,1658,0
13309,2021/2/16,Ibaraki,367,4945,0
13310,2021/2/16,Tochigi,189,3732,0
13311,2021/2/16,Gunma,237,3978,0
13312,2021/2/16,Saitama,2167,25321,0
13313,2021/2/16,Chiba,2378,22127,0
13314,2021/2/16,Tokyo,4611,102184,0
13315,2021/2/16,Kanagawa,1355,41504,0
13316,2021/2/16,Niigata,75,922,0
13317,2021/2/16,Toyama,20,845,0
13318,2021/2/16,Ishikawa,237,1474,57
13319,2021/2/16,Fukui,19,487,0
13320,2021/2/16,Yamanashi,18,895,0
13321,2021/2/16,Nagano,35,2305,32
13322,2021/2/16,Gifu,261,4259,0
13323,2021/2/16,Shizuoka,149,4629,0
13324,2021/2/16,Aichi,1173,23592,0
13325,2021/2/16,Mie,160,2202,0
13326,2021/2/16,Shiga,147,2145,0
13327,2021/2/16,Kyoto,539,8258,21
13328,2021/2/16,Osaka,1689,42918,440
13329,2021/2/16,Hyogo,724,16333,0
13330,2021/2/16,Nara,134,3108,0
13331,2021/2/16,Wakayama,47,1065,24
13332,2021/2/16,Tottori,8,194,3
13333,2021/2/16,Shimane,6,274,0
13334,2021/2/16,Okayama,96,2300,32
13335,2021/2/16,Hiroshima,110,4742,10
13336,2021/2/16,Yamaguchi,129,1197,0
13337,2021/2/16,Tokushima,48,371,0
13338,2021/2/16,Kagawa,46,662,0
13339,2021/2/16,Ehime,38,969,0
13340,2021/2/16,Kochi,20,845,0
13341,2021/2/16,Fukuoka,1177,16024,0
13342,2021/2/16,Saga,31,979,21
13343,2021/2/16,Kumamoto,78,3252,18
13344,2021/2/16,Oita,73,1176,0
13345,2021/2/16,Miyazaki,68,1841,7
13346,2021/2/16,Kagoshima,89,1637,10
13347,2021/2/16,Okinawa,335,7574,5
13348,2021/2/17,ALL,19272,391321,726
13349,2021/2/17,Hokkaido,779,17200,19
13350,2021/2/17,Aomori,69,725,0
13351,2021/2/17,Iwate,26,484,0
13352,2021/2/17,Miyagi,80,3416,0
13353,2021/2/17,Akita,13,250,0
13354,2021/2/17,Yamagata,19,500,0
13355,2021/2/17,Fukushima,111,1674,0
13356,2021/2/17,Ibaraki,342,4995,0
13357,2021/2/17,Tochigi,183,3747,0
13358,2021/2/17,Gunma,238,4005,0
13359,2021/2/17,Saitama,2164,25447,0
13360,2021/2/17,Chiba,2099,22523,0
13361,2021/2/17,Tokyo,4358,102796,0
13362,2021/2/17,Kanagawa,1303,41657,0
13363,2021/2/17,Niigata,77,928,0
13364,2021/2/17,Toyama,22,846,0
13365,2021/2/17,Ishikawa,222,1498,52
13366,2021/2/17,Fukui,21,489,0
13367,2021/2/17,Yamanashi,16,897,0
13368,2021/2/17,Nagano,27,2313,32
13369,2021/2/17,Gifu,243,4289,0
13370,2021/2/17,Shizuoka,179,4632,0
13371,2021/2/17,Aichi,1120,23703,0
13372,2021/2/17,Mie,160,2214,0
13373,2021/2/17,Shiga,152,2156,0
13374,2021/2/17,Kyoto,482,8331,20
13375,2021/2/17,Osaka,1609,43124,436
13376,2021/2/17,Hyogo,663,16429,0
13377,2021/2/17,Nara,139,3117,0
13378,2021/2/17,Wakayama,42,1071,24
13379,2021/2/17,Tottori,3,199,3
13380,2021/2/17,Shimane,6,274,0
13381,2021/2/17,Okayama,96,2300,36
13382,2021/2/17,Hiroshima,109,4753,15
13383,2021/2/17,Yamaguchi,113,1215,0
13384,2021/2/17,Tokushima,50,373,0
13385,2021/2/17,Kagawa,39,669,0
13386,2021/2/17,Ehime,32,975,0
13387,2021/2/17,Kochi,19,846,0
13388,2021/2/17,Fukuoka,1110,16133,0
13389,2021/2/17,Saga,27,982,21
13390,2021/2/17,Kumamoto,72,3252,31
13391,2021/2/17,Oita,69,1184,0
13392,2021/2/17,Miyazaki,62,1848,7
13393,2021/2/17,Kagoshima,92,1646,23
13394,2021/2/17,Okinawa,332,7598,5
13395,2021/2/18,ALL,18870,393318,750
13396,2021/2/18,Hokkaido,798,17306,77
13397,2021/2/18,Aomori,64,730,0
13398,2021/2/18,Iwate,28,486,0
13399,2021/2/18,Miyagi,80,3420,0
13400,2021/2/18,Akita,13,250,0
13401,2021/2/18,Yamagata,18,502,0
13402,2021/2/18,Fukushima,116,1681,0
13403,2021/2/18,Ibaraki,357,5019,0
13404,2021/2/18,Tochigi,184,3761,0
13405,2021/2/18,Gunma,235,4020,0
13406,2021/2/18,Saitama,2113,25701,0
13407,2021/2/18,Chiba,2018,22743,0
13408,2021/2/18,Tokyo,4370,103202,0
13409,2021/2/18,Kanagawa,1270,41826,0
13410,2021/2/18,Niigata,80,930,0
13411,2021/2/18,Toyama,20,848,0
13412,2021/2/18,Ishikawa,215,1515,47
13413,2021/2/18,Fukui,19,493,0
13414,2021/2/18,Yamanashi,19,898,0
13415,2021/2/18,Nagano,29,2314,32
13416,2021/2/18,Gifu,235,4310,0
13417,2021/2/18,Shizuoka,195,4640,0
13418,2021/2/18,Aichi,1073,23826,0
13419,2021/2/18,Mie,162,2230,0
13420,2021/2/18,Shiga,145,2168,0
13421,2021/2/18,Kyoto,459,8370,19
13422,2021/2/18,Osaka,1475,43347,432
13423,2021/2/18,Hyogo,668,16492,0
13424,2021/2/18,Nara,143,3126,0
13425,2021/2/18,Wakayama,40,1075,24
13426,2021/2/18,Tottori,2,200,3
13427,2021/2/18,Shimane,4,276,0
13428,2021/2/18,Okayama,96,2300,38
13429,2021/2/18,Hiroshima,111,4759,16
13430,2021/2/18,Yamaguchi,109,1222,0
13431,2021/2/18,Tokushima,54,374,0
13432,2021/2/18,Kagawa,39,672,0
13433,2021/2/18,Ehime,29,981,0
13434,2021/2/18,Kochi,20,847,0
13435,2021/2/18,Fukuoka,1080,16224,0
13436,2021/2/18,Saga,24,985,21
13437,2021/2/18,Kumamoto,68,3284,6
13438,2021/2/18,Oita,65,1191,0
13439,2021/2/18,Miyazaki,55,1857,7
13440,2021/2/18,Kagoshima,92,1647,21
13441,2021/2/18,Okinawa,313,7635,5
13442,2021/2/19,ALL,18336,395114,639
13443,2021/2/19,Hokkaido,721,17351,5
13444,2021/2/19,Aomori,60,733,0
13445,2021/2/19,Iwate,30,489,0
13446,2021/2/19,Miyagi,83,3424,0
13447,2021/2/19,Akita,8,255,0
13448,2021/2/19,Yamagata,19,503,0
13449,2021/2/19,Fukushima,105,1696,0
13450,2021/2/19,Ibaraki,347,5049,0
13451,2021/2/19,Tochigi,179,3772,0
13452,2021/2/19,Gunma,213,4058,0
13453,2021/2/19,Saitama,1911,26037,0
13454,2021/2/19,Chiba,2087,22819,0
13455,2021/2/19,Tokyo,4247,103667,0
13456,2021/2/19,Kanagawa,1279,41942,0
13457,2021/2/19,Niigata,81,933,0
13458,2021/2/19,Toyama,21,849,0
13459,2021/2/19,Ishikawa,220,1529,50
13460,2021/2/19,Fukui,21,496,0
13461,2021/2/19,Yamanashi,20,899,1
13462,2021/2/19,Nagano,28,2317,32
13463,2021/2/19,Gifu,211,4341,0
13464,2021/2/19,Shizuoka,223,4648,0
13465,2021/2/19,Aichi,1023,23921,0
13466,2021/2/19,Mie,168,2238,0
13467,2021/2/19,Shiga,125,2194,0
13468,2021/2/19,Kyoto,437,8408,19
13469,2021/2/19,Osaka,1477,43434,432
13470,2021/2/19,Hyogo,661,16543,0
13471,2021/2/19,Nara,145,3137,0
13472,2021/2/19,Wakayama,35,1082,24
13473,2021/2/19,Tottori,2,200,3
13474,2021/2/19,Shimane,4,277,0
13475,2021/2/19,Okayama,89,2340,3
13476,2021/2/19,Hiroshima,102,4781,10
13477,2021/2/19,Yamaguchi,101,1230,0
13478,2021/2/19,Tokushima,53,377,0
13479,2021/2/19,Kagawa,35,678,0
13480,2021/2/19,Ehime,37,984,0
13481,2021/2/19,Kochi,17,850,0
13482,2021/2/19,Fukuoka,1066,16338,0
13483,2021/2/19,Saga,16,994,21
13484,2021/2/19,Kumamoto,69,3290,1
13485,2021/2/19,Oita,61,1199,0
13486,2021/2/19,Miyazaki,50,1865,7
13487,2021/2/19,Kagoshima,87,1655,23
13488,2021/2/19,Okinawa,313,7635,5
13489,2021/2/20,ALL,17841,396738,661
13490,2021/2/20,Hokkaido,716,17395,16
13491,2021/2/20,Aomori,60,733,0
13492,2021/2/20,Iwate,31,492,0
13493,2021/2/20,Miyagi,95,3431,0
13494,2021/2/20,Akita,8,255,0
13495,2021/2/20,Yamagata,17,505,0
13496,2021/2/20,Fukushima,99,1707,0
13497,2021/2/20,Ibaraki,343,5091,0
13498,2021/2/20,Tochigi,182,3782,0
13499,2021/2/20,Gunma,194,4085,8
13500,2021/2/20,Saitama,1847,26212,0
13501,2021/2/20,Chiba,2006,23019,0
13502,2021/2/20,Tokyo,4244,103970,0
13503,2021/2/20,Kanagawa,1243,42101,0
13504,2021/2/20,Niigata,81,935,0
13505,2021/2/20,Toyama,21,849,0
13506,2021/2/20,Ishikawa,227,1542,51
13507,2021/2/20,Fukui,16,501,0
13508,2021/2/20,Yamanashi,20,899,1
13509,2021/2/20,Nagano,24,2325,32
13510,2021/2/20,Gifu,195,4360,0
13511,2021/2/20,Shizuoka,232,4661,0
13512,2021/2/20,Aichi,959,24031,0
13513,2021/2/20,Mie,172,2245,0
13514,2021/2/20,Shiga,132,2201,0
13515,2021/2/20,Kyoto,437,8408,19
13516,2021/2/20,Osaka,1401,43612,420
13517,2021/2/20,Hyogo,650,16584,0
13518,2021/2/20,Nara,137,3149,0
13519,2021/2/20,Wakayama,32,1086,24
13520,2021/2/20,Tottori,3,200,3
13521,2021/2/20,Shimane,4,277,0
13522,2021/2/20,Okayama,89,2340,5
13523,2021/2/20,Hiroshima,94,4790,10
13524,2021/2/20,Yamaguchi,99,1233,0
13525,2021/2/20,Tokushima,44,387,0
13526,2021/2/20,Kagawa,36,683,0
13527,2021/2/20,Ehime,37,987,0
13528,2021/2/20,Kochi,9,858,0
13529,2021/2/20,Fukuoka,999,16457,0
13530,2021/2/20,Saga,18,1000,21
13531,2021/2/20,Kumamoto,69,3296,5
13532,2021/2/20,Oita,60,1203,0
13533,2021/2/20,Miyazaki,43,1865,14
13534,2021/2/20,Kagoshima,78,1665,23
13535,2021/2/20,Okinawa,296,7674,5
13536,2021/2/21,ALL,17487,398066,671
13537,2021/2/21,Hokkaido,700,17423,35
13538,2021/2/21,Aomori,60,733,0
13539,2021/2/21,Iwate,31,492,0
13540,2021/2/21,Miyagi,100,3437,0
13541,2021/2/21,Akita,8,255,0
13542,2021/2/21,Yamagata,15,507,0
13543,2021/2/21,Fukushima,90,1716,0
13544,2021/2/21,Ibaraki,359,5120,0
13545,2021/2/21,Tochigi,183,3789,0
13546,2021/2/21,Gunma,185,4107,0
13547,2021/2/21,Saitama,1744,26390,0
13548,2021/2/21,Chiba,2074,23108,0
13549,2021/2/21,Tokyo,4152,104317,0
13550,2021/2/21,Kanagawa,1168,42269,0
13551,2021/2/21,Niigata,83,935,0
13552,2021/2/21,Toyama,21,850,0
13553,2021/2/21,Ishikawa,217,1561,48
13554,2021/2/21,Fukui,15,502,0
13555,2021/2/21,Yamanashi,20,899,1
13556,2021/2/21,Nagano,22,2327,32
13557,2021/2/21,Gifu,183,4380,0
13558,2021/2/21,Shizuoka,242,4669,0
13559,2021/2/21,Aichi,927,24108,0
13560,2021/2/21,Mie,179,2249,0
13561,2021/2/21,Shiga,134,2207,0
13562,2021/2/21,Kyoto,437,8408,19
13563,2021/2/21,Osaka,1366,43706,420
13564,2021/2/21,Hyogo,616,16658,0
13565,2021/2/21,Nara,131,3159,0
13566,2021/2/21,Wakayama,24,1094,24
13567,2021/2/21,Tottori,3,200,3
13568,2021/2/21,Shimane,4,277,0
13569,2021/2/21,Okayama,89,2340,8
13570,2021/2/21,Hiroshima,84,4803,8
13571,2021/2/21,Yamaguchi,90,1244,0
13572,2021/2/21,Tokushima,40,391,0
13573,2021/2/21,Kagawa,40,684,0
13574,2021/2/21,Ehime,40,987,0
13575,2021/2/21,Kochi,8,859,0
13576,2021/2/21,Fukuoka,1004,16519,0
13577,2021/2/21,Saga,26,1000,21
13578,2021/2/21,Kumamoto,69,3299,8
13579,2021/2/21,Oita,59,1206,0
13580,2021/2/21,Miyazaki,42,1865,15
13581,2021/2/21,Kagoshima,76,1668,23
13582,2021/2/21,Okinawa,282,7692,5
13583,2021/2/22,ALL,16780,399624,642
13584,2021/2/22,Hokkaido,735,17469,29
13585,2021/2/22,Aomori,41,752,0
13586,2021/2/22,Iwate,30,493,0
13587,2021/2/22,Miyagi,101,3438,0
13588,2021/2/22,Akita,7,256,0
13589,2021/2/22,Yamagata,15,507,0
13590,2021/2/22,Fukushima,88,1719,0
13591,2021/2/22,Ibaraki,354,5138,0
13592,2021/2/22,Tochigi,169,3803,0
13593,2021/2/22,Gunma,185,4113,0
13594,2021/2/22,Saitama,1719,26512,0
13595,2021/2/22,Chiba,1924,23347,0
13596,2021/2/22,Tokyo,3825,104813,0
13597,2021/2/22,Kanagawa,1164,42368,0
13598,2021/2/22,Niigata,78,940,0
13599,2021/2/22,Toyama,24,852,0
13600,2021/2/22,Ishikawa,197,1578,39
13601,2021/2/22,Fukui,14,503,0
13602,2021/2/22,Yamanashi,14,906,1
13603,2021/2/22,Nagano,17,2332,32
13604,2021/2/22,Gifu,180,4390,0
13605,2021/2/22,Shizuoka,241,4681,0
13606,2021/2/22,Aichi,878,24185,0
13607,2021/2/22,Mie,172,2259,0
13608,2021/2/22,Shiga,133,2221,0
13609,2021/2/22,Kyoto,437,8445,18
13610,2021/2/22,Osaka,1358,43810,419
13611,2021/2/22,Hyogo,590,16711,0
13612,2021/2/22,Nara,126,3167,0
13613,2021/2/22,Wakayama,19,1099,24
13614,2021/2/22,Tottori,3,200,3
13615,2021/2/22,Shimane,3,278,0
13616,2021/2/22,Okayama,89,2340,12
13617,2021/2/22,Hiroshima,81,4809,8
13618,2021/2/22,Yamaguchi,82,1251,0
13619,2021/2/22,Tokushima,40,391,0
13620,2021/2/22,Kagawa,40,686,0
13621,2021/2/22,Ehime,41,988,0
13622,2021/2/22,Kochi,4,863,0
13623,2021/2/22,Fukuoka,978,16572,0
13624,2021/2/22,Saga,29,1001,21
13625,2021/2/22,Kumamoto,64,3299,2
13626,2021/2/22,Oita,52,1213,0
13627,2021/2/22,Miyazaki,42,1876,7
13628,2021/2/22,Kagoshima,73,1672,22
13629,2021/2/22,Okinawa,281,7703,5
13630,2021/2/23,ALL,16109,401195,632
13631,2021/2/23,Hokkaido,706,17527,3
13632,2021/2/23,Aomori,42,752,0
13633,2021/2/23,Iwate,30,493,0
13634,2021/2/23,Miyagi,95,3448,0
13635,2021/2/23,Akita,6,257,0
13636,2021/2/23,Yamagata,11,511,0
13637,2021/2/23,Fukushima,88,1728,0
13638,2021/2/23,Ibaraki,339,5169,0
13639,2021/2/23,Tochigi,173,3810,0
13640,2021/2/23,Gunma,177,4142,0
13641,2021/2/23,Saitama,1659,26674,0
13642,2021/2/23,Chiba,1807,23543,0
13643,2021/2/23,Tokyo,3775,105127,0
13644,2021/2/23,Kanagawa,1134,42489,0
13645,2021/2/23,Niigata,82,945,0
13646,2021/2/23,Toyama,23,853,0
13647,2021/2/23,Ishikawa,197,1589,36
13648,2021/2/23,Fukui,14,503,0
13649,2021/2/23,Yamanashi,14,906,1
13650,2021/2/23,Nagano,17,2332,32
13651,2021/2/23,Gifu,181,4400,0
13652,2021/2/23,Shizuoka,241,4709,3
13653,2021/2/23,Aichi,827,24262,0
13654,2021/2/23,Mie,143,2292,0
13655,2021/2/23,Shiga,135,2232,0
13656,2021/2/23,Kyoto,437,8445,18
13657,2021/2/23,Osaka,1217,44047,418
13658,2021/2/23,Hyogo,561,16753,0
13659,2021/2/23,Nara,116,3180,0
13660,2021/2/23,Wakayama,17,1102,24
13661,2021/2/23,Tottori,3,200,3
13662,2021/2/23,Shimane,3,279,0
13663,2021/2/23,Okayama,89,2340,14
13664,2021/2/23,Hiroshima,69,4823,11
13665,2021/2/23,Yamaguchi,74,1260,0
13666,2021/2/23,Tokushima,40,395,4
13667,2021/2/23,Kagawa,38,691,0
13668,2021/2/23,Ehime,38,994,0
13669,2021/2/23,Kochi,4,863,0
13670,2021/2/23,Fukuoka,913,16659,0
13671,2021/2/23,Saga,38,1003,21
13672,2021/2/23,Kumamoto,64,3299,2
13673,2021/2/23,Oita,53,1214,0
13674,2021/2/23,Miyazaki,36,1876,13
13675,2021/2/23,Kagoshima,61,1686,18
13676,2021/2/23,Okinawa,282,7718,5
13677,2021/2/24,ALL,15313,403067,674
13678,2021/2/24,Hokkaido,709,17586,18
13679,2021/2/24,Aomori,38,755,0
13680,2021/2/24,Iwate,26,497,0
13681,2021/2/24,Miyagi,93,3458,0
13682,2021/2/24,Akita,5,258,0
13683,2021/2/24,Yamagata,12,511,0
13684,2021/2/24,Fukushima,89,1732,0
13685,2021/2/24,Ibaraki,364,5200,0
13686,2021/2/24,Tochigi,165,3830,0
13687,2021/2/24,Gunma,153,4179,0
13688,2021/2/24,Saitama,1538,26848,0
13689,2021/2/24,Chiba,1718,23748,0
13690,2021/2/24,Tokyo,3503,105595,0
13691,2021/2/24,Kanagawa,1116,42595,0
13692,2021/2/24,Niigata,85,953,0
13693,2021/2/24,Toyama,23,855,0
13694,2021/2/24,Ishikawa,176,1616,31
13695,2021/2/24,Fukui,15,504,0
13696,2021/2/24,Yamanashi,13,908,1
13697,2021/2/24,Nagano,15,2334,31
13698,2021/2/24,Gifu,173,4419,0
13699,2021/2/24,Shizuoka,247,4730,0
13700,2021/2/24,Aichi,734,24448,0
13701,2021/2/24,Mie,152,2370,0
13702,2021/2/24,Shiga,135,2245,0
13703,2021/2/24,Kyoto,390,8506,18
13704,2021/2/24,Osaka,1201,44121,418
13705,2021/2/24,Hyogo,534,16801,0
13706,2021/2/24,Nara,108,3191,0
13707,2021/2/24,Wakayama,14,1105,24
13708,2021/2/24,Tottori,2,201,3
13709,2021/2/24,Shimane,6,278,0
13710,2021/2/24,Okayama,89,2340,16
13711,2021/2/24,Hiroshima,66,4830,11
13712,2021/2/24,Yamaguchi,69,1303,36
13713,2021/2/24,Tokushima,35,397,0
13714,2021/2/24,Kagawa,38,694,0
13715,2021/2/24,Ehime,39,994,0
13716,2021/2/24,Kochi,1,866,0
13717,2021/2/24,Fukuoka,867,16748,0
13718,2021/2/24,Saga,41,1004,21
13719,2021/2/24,Kumamoto,55,3299,12
13720,2021/2/24,Oita,49,1218,0
13721,2021/2/24,Miyazaki,31,1890,7
13722,2021/2/24,Kagoshima,65,1689,22
13723,2021/2/24,Okinawa,278,7734,5
13724,2021/2/25,ALL,14917,404392,740
13725,2021/2/25,Hokkaido,691,17671,46
13726,2021/2/25,Aomori,31,763,0
13727,2021/2/25,Iwate,26,497,0
13728,2021/2/25,Miyagi,87,3469,0
13729,2021/2/25,Akita,4,259,0
13730,2021/2/25,Yamagata,16,511,0
13731,2021/2/25,Fukushima,92,1736,0
13732,2021/2/25,Ibaraki,353,5223,0
13733,2021/2/25,Tochigi,149,3858,0
13734,2021/2/25,Gunma,149,4189,0
13735,2021/2/25,Saitama,1505,26988,0
13736,2021/2/25,Chiba,1719,23843,0
13737,2021/2/25,Tokyo,3460,105955,0
13738,2021/2/25,Kanagawa,1087,42735,0
13739,2021/2/25,Niigata,81,959,0
13740,2021/2/25,Toyama,23,855,0
13741,2021/2/25,Ishikawa,169,1631,32
13742,2021/2/25,Fukui,14,505,0
13743,2021/2/25,Yamanashi,12,912,1
13744,2021/2/25,Nagano,12,2338,32
13745,2021/2/25,Gifu,164,4436,0
13746,2021/2/25,Shizuoka,228,4761,0
13747,2021/2/25,Aichi,734,24448,0
13748,2021/2/25,Mie,144,2383,78
13749,2021/2/25,Shiga,136,2252,0
13750,2021/2/25,Kyoto,380,8522,17
13751,2021/2/25,Osaka,1157,44243,417
13752,2021/2/25,Hyogo,525,16821,0
13753,2021/2/25,Nara,100,3205,0
13754,2021/2/25,Wakayama,13,1106,24
13755,2021/2/25,Tottori,1,202,3
13756,2021/2/25,Shimane,6,278,0
13757,2021/2/25,Okayama,89,2340,16
13758,2021/2/25,Hiroshima,48,4849,14
13759,2021/2/25,Yamaguchi,62,1275,0
13760,2021/2/25,Tokushima,33,400,0
13761,2021/2/25,Kagawa,32,700,0
13762,2021/2/25,Ehime,39,996,0
13763,2021/2/25,Kochi,1,866,0
13764,2021/2/25,Fukuoka,814,16821,0
13765,2021/2/25,Saga,50,1006,20
13766,2021/2/25,Kumamoto,48,3320,2
13767,2021/2/25,Oita,40,1228,0
13768,2021/2/25,Miyazaki,27,1896,7
13769,2021/2/25,Kagoshima,55,1703,26
13770,2021/2/25,Okinawa,274,7753,5
13771,2021/2/26,ALL,14463,405827,721
13772,2021/2/26,Hokkaido,645,17747,44
13773,2021/2/26,Aomori,27,769,0
13774,2021/2/26,Iwate,17,506,0
13775,2021/2/26,Miyagi,82,3478,0
13776,2021/2/26,Akita,3,260,0
13777,2021/2/26,Yamagata,15,512,0
13778,2021/2/26,Fukushima,102,1747,0
13779,2021/2/26,Ibaraki,352,5252,0
13780,2021/2/26,Tochigi,142,3870,0
13781,2021/2/26,Gunma,159,4216,0
13782,2021/2/26,Saitama,1519,27066,0
13783,2021/2/26,Chiba,1768,23900,0
13784,2021/2/26,Tokyo,3344,106311,0
13785,2021/2/26,Kanagawa,1061,42871,0
13786,2021/2/26,Niigata,89,966,0
13787,2021/2/26,Toyama,19,859,0
13788,2021/2/26,Ishikawa,161,1649,31
13789,2021/2/26,Fukui,9,510,0
13790,2021/2/26,Yamanashi,10,914,1
13791,2021/2/26,Nagano,16,2338,32
13792,2021/2/26,Gifu,154,4448,0
13793,2021/2/26,Shizuoka,226,4781,0
13794,2021/2/26,Aichi,698,24524,0
13795,2021/2/26,Mie,139,2395,78
13796,2021/2/26,Shiga,134,2265,0
13797,2021/2/26,Kyoto,329,8578,15
13798,2021/2/26,Osaka,1088,44384,416
13799,2021/2/26,Hyogo,495,16879,0
13800,2021/2/26,Nara,95,3213,0
13801,2021/2/26,Wakayama,10,1109,24
13802,2021/2/26,Tottori,1,202,5
13803,2021/2/26,Shimane,6,278,0
13804,2021/2/26,Okayama,53,2389,4
13805,2021/2/26,Hiroshima,45,4860,12
13806,2021/2/26,Yamaguchi,59,1280,0
13807,2021/2/26,Tokushima,32,402,0
13808,2021/2/26,Kagawa,29,703,0
13809,2021/2/26,Ehime,41,997,0
13810,2021/2/26,Kochi,1,866,0
13811,2021/2/26,Fukuoka,774,16898,0
13812,2021/2/26,Saga,58,1006,20
13813,2021/2/26,Kumamoto,44,3324,1
13814,2021/2/26,Oita,38,1230,0
13815,2021/2/26,Miyazaki,27,1896,7
13816,2021/2/26,Kagoshima,39,1719,26
13817,2021/2/26,Okinawa,272,7774,5
13818,2021/2/27,ALL,14325,407124,726
13819,2021/2/27,Hokkaido,601,17814,24
13820,2021/2/27,Aomori,27,769,0
13821,2021/2/27,Iwate,14,510,0
13822,2021/2/27,Miyagi,92,3480,0
13823,2021/2/27,Akita,3,260,0
13824,2021/2/27,Yamagata,15,513,0
13825,2021/2/27,Fukushima,102,1747,0
13826,2021/2/27,Ibaraki,345,5289,0
13827,2021/2/27,Tochigi,145,3879,0
13828,2021/2/27,Gunma,179,4228,0
13829,2021/2/27,Saitama,1555,27169,32
13830,2021/2/27,Chiba,1841,23972,0
13831,2021/2/27,Tokyo,3342,106635,0
13832,2021/2/27,Kanagawa,1038,43051,0
13833,2021/2/27,Niigata,90,971,0
13834,2021/2/27,Toyama,17,860,0
13835,2021/2/27,Ishikawa,149,1663,29
13836,2021/2/27,Fukui,5,515,0
13837,2021/2/27,Yamanashi,10,914,1
13838,2021/2/27,Nagano,17,2338,32
13839,2021/2/27,Gifu,149,4456,0
13840,2021/2/27,Shizuoka,209,4824,0
13841,2021/2/27,Aichi,659,24601,0
13842,2021/2/27,Mie,138,2408,78
13843,2021/2/27,Shiga,144,2272,0
13844,2021/2/27,Kyoto,329,8578,15
13845,2021/2/27,Osaka,1051,44490,413
13846,2021/2/27,Hyogo,453,16939,0
13847,2021/2/27,Nara,79,3232,0
13848,2021/2/27,Wakayama,11,1109,24
13849,2021/2/27,Tottori,3,202,3
13850,2021/2/27,Shimane,6,278,0
13851,2021/2/27,Okayama,53,2389,5
13852,2021/2/27,Hiroshima,41,4871,8
13853,2021/2/27,Yamaguchi,55,1287,0
13854,2021/2/27,Tokushima,27,407,0
13855,2021/2/27,Kagawa,29,705,0
13856,2021/2/27,Ehime,41,998,0
13857,2021/2/27,Kochi,1,866,0
13858,2021/2/27,Fukuoka,767,16954,0
13859,2021/2/27,Saga,59,1007,20
13860,2021/2/27,Kumamoto,44,3328,5
13861,2021/2/27,Oita,33,1237,0
13862,2021/2/27,Miyazaki,25,1896,9
13863,2021/2/27,Kagoshima,35,1723,23
13864,2021/2/27,Okinawa,262,7802,5
13865,2021/2/28,ALL,14013,408407,706
13866,2021/2/28,Hokkaido,577,17867,28
13867,2021/2/28,Aomori,27,769,0
13868,2021/2/28,Iwate,14,510,0
13869,2021/2/28,Miyagi,104,3483,0
13870,2021/2/28,Akita,3,260,0
13871,2021/2/28,Yamagata,14,514,0
13872,2021/2/28,Fukushima,112,1764,0
13873,2021/2/28,Ibaraki,331,5315,0
13874,2021/2/28,Tochigi,133,3894,0
13875,2021/2/28,Gunma,178,4240,0
13876,2021/2/28,Saitama,1458,27326,0
13877,2021/2/28,Chiba,1699,24243,0
13878,2021/2/28,Tokyo,3374,106926,0
13879,2021/2/28,Kanagawa,1075,43144,0
13880,2021/2/28,Niigata,88,977,0
13881,2021/2/28,Toyama,17,860,0
13882,2021/2/28,Ishikawa,143,1673,27
13883,2021/2/28,Fukui,4,516,0
13884,2021/2/28,Yamanashi,10,914,1
13885,2021/2/28,Nagano,17,2338,32
13886,2021/2/28,Gifu,148,4464,0
13887,2021/2/28,Shizuoka,214,4834,0
13888,2021/2/28,Aichi,657,24655,0
13889,2021/2/28,Mie,139,2414,78
13890,2021/2/28,Shiga,138,2283,0
