,Date,Prefecture,Requiring inpatient care,Discharged from hospital or released from treatment,To be confirmed
19097,2021/6/19,Niigata,100,3237,0
19098,2021/6/19,Toyama,70,1899,0
19099,2021/6/19,Ishikawa,77,3717,3
19100,2021/6/19,Fukui,41,1021,0
19101,2021/6/19,Yamanashi,202,1659,0
19102,2021/6/19,Nagano,70,4875,75
19103,2021/6/19,Gifu,228,8946,0
19104,2021/6/19,Shizuoka,327,8538,0
19105,2021/6/19,Aichi,1894,47456,0
19106,2021/6/19,Mie,115,5095,137
19107,2021/6/19,Shiga,185,5212,0
19108,2021/6/19,Kyoto,261,15937,16
19109,2021/6/19,Osaka,1948,96971,826
19110,2021/6/19,Hyogo,453,38958,1
19111,2021/6/19,Nara,133,7888,0
19112,2021/6/19,Wakayama,10,2542,57
19113,2021/6/19,Tottori,3,454,7
19114,2021/6/19,Shimane,9,541,0
19115,2021/6/19,Okayama,139,7302,12
19116,2021/6/19,Hiroshima,292,10825,71
19117,2021/6/19,Yamaguchi,116,2914,0
19118,2021/6/19,Tokushima,18,1569,0
19119,2021/6/19,Kagawa,43,2016,5
19120,2021/6/19,Ehime,19,2655,0
19121,2021/6/19,Kochi,85,1607,0
19122,2021/6/19,Fukuoka,879,33749,47
19123,2021/6/19,Saga,14,2542,34
19124,2021/6/19,Kumamoto,103,6218,0
19125,2021/6/19,Oita,52,3367,0
19126,2021/6/19,Miyazaki,24,3003,13
19127,2021/6/19,Kagoshima,127,3503,32
19128,2021/6/19,Okinawa,1590,18313,6
19129,2021/6/20,ALL,19778,747449,1618
19130,2021/6/20,Hokkaido,2493,37393,233
19131,2021/6/20,Aomori,30,2392,0
19132,2021/6/20,Iwate,74,1513,0
19133,2021/6/20,Miyagi,80,8898,2
19134,2021/6/20,Akita,11,738,0
19135,2021/6/20,Yamagata,38,1935,0
19136,2021/6/20,Fukushima,112,4502,0
19137,2021/6/20,Ibaraki,263,9847,0
19138,2021/6/20,Tochigi,180,6530,0
19139,2021/6/20,Gunma,80,7774,0
19140,2021/6/20,Saitama,898,43807,0
19141,2021/6/20,Chiba,967,37465,40
19142,2021/6/20,Tokyo,3429,163459,0
19143,2021/6/20,Kanagawa,1617,62911,0
19144,2021/6/20,Niigata,92,3245,0
19145,2021/6/20,Toyama,72,1900,0
19146,2021/6/20,Ishikawa,70,3725,3
19147,2021/6/20,Fukui,61,1023,0
19148,2021/6/20,Yamanashi,202,1659,0
19149,2021/6/20,Nagano,77,4878,75
19150,2021/6/20,Gifu,215,8968,0
19151,2021/6/20,Shizuoka,339,8538,0
19152,2021/6/20,Aichi,1741,47691,0
19153,2021/6/20,Mie,115,5099,137
19154,2021/6/20,Shiga,189,5218,0
19155,2021/6/20,Kyoto,254,15960,16
19156,2021/6/20,Osaka,1928,97091,829
19157,2021/6/20,Hyogo,430,38998,2
19158,2021/6/20,Nara,138,7896,0
19159,2021/6/20,Wakayama,10,2544,58
19160,2021/6/20,Tottori,3,454,7
19161,2021/6/20,Shimane,8,542,0
19162,2021/6/20,Okayama,139,7302,14
19163,2021/6/20,Hiroshima,279,10853,77
19164,2021/6/20,Yamaguchi,114,2922,0
19165,2021/6/20,Tokushima,17,1570,0
19166,2021/6/20,Kagawa,38,2020,5
19167,2021/6/20,Ehime,19,2655,0
19168,2021/6/20,Kochi,87,1615,0
19169,2021/6/20,Fukuoka,902,33773,34
19170,2021/6/20,Saga,14,2543,35
19171,2021/6/20,Kumamoto,103,6218,0
19172,2021/6/20,Oita,50,3370,0
19173,2021/6/20,Miyazaki,24,3003,13
19174,2021/6/20,Kagoshima,118,3514,32
19175,2021/6/20,Okinawa,1564,18400,6
19176,2021/6/21,ALL,18722,749446,1373
19177,2021/6/21,Hokkaido,2260,37516,90
19178,2021/6/21,Aomori,25,2397,0
19179,2021/6/21,Iwate,74,1513,0
19180,2021/6/21,Miyagi,74,8906,2
19181,2021/6/21,Akita,18,738,0
19182,2021/6/21,Yamagata,35,1938,0
19183,2021/6/21,Fukushima,115,4509,0
19184,2021/6/21,Ibaraki,214,9901,0
19185,2021/6/21,Tochigi,172,6553,0
19186,2021/6/21,Gunma,69,7784,0
19187,2021/6/21,Saitama,832,43926,0
19188,2021/6/21,Chiba,995,37562,0
19189,2021/6/21,Tokyo,3269,163854,0
19190,2021/6/21,Kanagawa,1519,63144,0
19191,2021/6/21,Niigata,72,3265,0
19192,2021/6/21,Toyama,70,1910,0
19193,2021/6/21,Ishikawa,68,3729,3
19194,2021/6/21,Fukui,80,1024,0
19195,2021/6/21,Yamanashi,221,1740,0
19196,2021/6/21,Nagano,70,4892,75
19197,2021/6/21,Gifu,192,8996,0
19198,2021/6/21,Shizuoka,310,8589,0
19199,2021/6/21,Aichi,1677,47834,0
19200,2021/6/21,Mie,94,5124,137
19201,2021/6/21,Shiga,165,5242,0
19202,2021/6/21,Kyoto,252,15978,1
19203,2021/6/21,Osaka,1791,97256,830
19204,2021/6/21,Hyogo,396,39050,0
19205,2021/6/21,Nara,138,7900,0
19206,2021/6/21,Wakayama,8,2546,58
19207,2021/6/21,Tottori,3,454,7
19208,2021/6/21,Shimane,7,543,0
19209,2021/6/21,Okayama,139,7302,15
19210,2021/6/21,Hiroshima,266,10919,42
19211,2021/6/21,Yamaguchi,103,2935,0
19212,2021/6/21,Tokushima,18,1571,0
19213,2021/6/21,Kagawa,37,2021,5
19214,2021/6/21,Ehime,19,2655,0
19215,2021/6/21,Kochi,88,1622,0
19216,2021/6/21,Fukuoka,884,33825,17
19217,2021/6/21,Saga,17,2543,38
19218,2021/6/21,Kumamoto,84,6243,0
19219,2021/6/21,Oita,52,3373,0
19220,2021/6/21,Miyazaki,24,3003,13
19221,2021/6/21,Kagoshima,117,3518,34
19222,2021/6/21,Okinawa,1500,18497,6
19223,2021/6/22,ALL,18119,751347,1434
19224,2021/6/22,Hokkaido,2170,37650,117
19225,2021/6/22,Aomori,21,2401,0
19226,2021/6/22,Iwate,60,1532,0
19227,2021/6/22,Miyagi,63,8921,5
19228,2021/6/22,Akita,25,740,0
19229,2021/6/22,Yamagata,30,1943,0
19230,2021/6/22,Fukushima,108,4522,0
19231,2021/6/22,Ibaraki,202,9931,0
19232,2021/6/22,Tochigi,181,6573,0
19233,2021/6/22,Gunma,67,7792,0
19234,2021/6/22,Saitama,877,43974,0
19235,2021/6/22,Chiba,965,37666,0
19236,2021/6/22,Tokyo,3322,164231,0
19237,2021/6/22,Kanagawa,1466,63359,0
19238,2021/6/22,Niigata,58,3282,0
19239,2021/6/22,Toyama,69,1912,0
19240,2021/6/22,Ishikawa,73,3730,3
19241,2021/6/22,Fukui,92,1029,0
19242,2021/6/22,Yamanashi,221,1764,0
19243,2021/6/22,Nagano,70,4899,75
19244,2021/6/22,Gifu,184,9020,0
19245,2021/6/22,Shizuoka,284,8631,0
19246,2021/6/22,Aichi,1519,48021,0
19247,2021/6/22,Mie,74,5146,137
19248,2021/6/22,Shiga,156,5264,0
19249,2021/6/22,Kyoto,227,16004,12
19250,2021/6/22,Osaka,1708,97441,831
19251,2021/6/22,Hyogo,370,39090,1
19252,2021/6/22,Nara,147,7914,0
19253,2021/6/22,Wakayama,10,2546,58
19254,2021/6/22,Tottori,2,455,7
19255,2021/6/22,Shimane,4,546,0
19256,2021/6/22,Okayama,139,7302,16
19257,2021/6/22,Hiroshima,261,10939,45
19258,2021/6/22,Yamaguchi,87,2956,0
19259,2021/6/22,Tokushima,19,1571,0
19260,2021/6/22,Kagawa,36,2023,5
19261,2021/6/22,Ehime,17,2657,0
19262,2021/6/22,Kochi,96,1629,0
19263,2021/6/22,Fukuoka,816,33910,35
19264,2021/6/22,Saga,13,2546,37
19265,2021/6/22,Kumamoto,75,6262,0
19266,2021/6/22,Oita,47,3378,0
19267,2021/6/22,Miyazaki,18,3014,10
19268,2021/6/22,Kagoshima,89,3548,34
19269,2021/6/22,Okinawa,1498,18569,6
19270,2021/6/23,ALL,17907,753300,1390
19271,2021/6/23,Hokkaido,2053,37789,101
19272,2021/6/23,Aomori,21,2403,0
19273,2021/6/23,Iwate,58,1539,0
19274,2021/6/23,Miyagi,63,8928,7
19275,2021/6/23,Akita,27,740,0
19276,2021/6/23,Yamagata,23,1950,0
19277,2021/6/23,Fukushima,107,4535,0
19278,2021/6/23,Ibaraki,202,9951,0
19279,2021/6/23,Tochigi,186,6590,0
19280,2021/6/23,Gunma,65,7797,0
19281,2021/6/23,Saitama,896,44062,0
19282,2021/6/23,Chiba,967,37795,0
19283,2021/6/23,Tokyo,3590,164572,0
19284,2021/6/23,Kanagawa,1475,63548,0
19285,2021/6/23,Niigata,58,3285,0
19286,2021/6/23,Toyama,74,1915,0
19287,2021/6/23,Ishikawa,62,3743,3
19288,2021/6/23,Fukui,114,1032,0
19289,2021/6/23,Yamanashi,218,1780,0
19290,2021/6/23,Nagano,79,4907,75
19291,2021/6/23,Gifu,140,9076,0
19292,2021/6/23,Shizuoka,287,8656,0
19293,2021/6/23,Aichi,1474,48158,0
19294,2021/6/23,Mie,79,5154,137
19295,2021/6/23,Shiga,154,5274,0
19296,2021/6/23,Kyoto,204,16038,21
19297,2021/6/23,Osaka,1523,97754,813
19298,2021/6/23,Hyogo,338,39148,2
19299,2021/6/23,Nara,154,7927,0
19300,2021/6/23,Wakayama,13,2546,58
19301,2021/6/23,Tottori,2,455,7
19302,2021/6/23,Shimane,4,546,0
19303,2021/6/23,Okayama,139,7302,16
19304,2021/6/23,Hiroshima,244,10983,30
19305,2021/6/23,Yamaguchi,83,2960,0
19306,2021/6/23,Tokushima,12,1578,0
19307,2021/6/23,Kagawa,30,2030,5
19308,2021/6/23,Ehime,16,2659,0
19309,2021/6/23,Kochi,99,1640,0
19310,2021/6/23,Fukuoka,764,33997,29
19311,2021/6/23,Saga,11,2548,34
19312,2021/6/23,Kumamoto,83,6261,0
19313,2021/6/23,Oita,45,3380,0
19314,2021/6/23,Miyazaki,15,3018,10
19315,2021/6/23,Kagoshima,79,3562,36
19316,2021/6/23,Okinawa,1504,18659,6
19317,2021/6/24,ALL,17910,755178,1679
19318,2021/6/24,Hokkaido,1952,38200,389
19319,2021/6/24,Aomori,22,2410,0
19320,2021/6/24,Iwate,58,1549,0
19321,2021/6/24,Miyagi,65,8934,4
19322,2021/6/24,Akita,32,740,0
19323,2021/6/24,Yamagata,22,1951,0
19324,2021/6/24,Fukushima,111,4542,0
19325,2021/6/24,Ibaraki,221,9970,0
19326,2021/6/24,Tochigi,183,6612,0
19327,2021/6/24,Gunma,59,7802,0
19328,2021/6/24,Saitama,963,44112,0
19329,2021/6/24,Chiba,977,37913,0
19330,2021/6/24,Tokyo,3778,164951,0
19331,2021/6/24,Kanagawa,1595,63618,0
19332,2021/6/24,Niigata,50,3295,0
19333,2021/6/24,Toyama,69,1923,0
19334,2021/6/24,Ishikawa,52,3756,3
19335,2021/6/24,Fukui,136,1035,0
19336,2021/6/24,Yamanashi,227,1788,0
19337,2021/6/24,Nagano,76,4915,75
19338,2021/6/24,Gifu,171,9058,0
19339,2021/6/24,Shizuoka,292,8673,0
19340,2021/6/24,Aichi,1399,48305,0
19341,2021/6/24,Mie,84,5160,137
19342,2021/6/24,Shiga,135,5299,0
19343,2021/6/24,Kyoto,184,16077,10
19344,2021/6/24,Osaka,1513,97864,818
19345,2021/6/24,Hyogo,313,39192,3
19346,2021/6/24,Nara,159,7940,0
19347,2021/6/24,Wakayama,17,2547,58
19348,2021/6/24,Tottori,2,455,7
19349,2021/6/24,Shimane,3,547,0
19350,2021/6/24,Okayama,139,7302,17
19351,2021/6/24,Hiroshima,206,11034,30
19352,2021/6/24,Yamaguchi,77,2966,0
19353,2021/6/24,Tokushima,13,1578,0
19354,2021/6/24,Kagawa,25,2035,5
19355,2021/6/24,Ehime,15,2660,0
19356,2021/6/24,Kochi,92,1652,0
19357,2021/6/24,Fukuoka,708,34082,36
19358,2021/6/24,Saga,16,2548,35
19359,2021/6/24,Kumamoto,85,6266,0
19360,2021/6/24,Oita,44,3383,0
19361,2021/6/24,Miyazaki,17,3018,10
19362,2021/6/24,Kagoshima,71,3572,36
19363,2021/6/24,Okinawa,1411,18810,6
19364,2021/6/25,ALL,17349,757227,1426
19365,2021/6/25,Hokkaido,1563,38377,148
19366,2021/6/25,Aomori,23,2411,0
19367,2021/6/25,Iwate,51,1560,0
19368,2021/6/25,Miyagi,59,8944,8
19369,2021/6/25,Akita,43,741,0
19370,2021/6/25,Yamagata,19,1954,0
19371,2021/6/25,Fukushima,111,4550,0
19372,2021/6/25,Ibaraki,251,9996,0
19373,2021/6/25,Tochigi,194,6627,0
19374,2021/6/25,Gunma,52,7813,0
19375,2021/6/25,Saitama,968,44207,0
19376,2021/6/25,Chiba,1010,38005,0
19377,2021/6/25,Tokyo,3970,165319,0
19378,2021/6/25,Kanagawa,1568,63865,0
19379,2021/6/25,Niigata,48,3299,0
19380,2021/6/25,Toyama,68,1929,0
19381,2021/6/25,Ishikawa,49,3760,3
19382,2021/6/25,Fukui,151,1037,0
19383,2021/6/25,Yamanashi,222,1816,0
19384,2021/6/25,Nagano,72,4922,73
19385,2021/6/25,Gifu,158,9077,0
19386,2021/6/25,Shizuoka,324,8697,0
19387,2021/6/25,Aichi,1344,48457,0
19388,2021/6/25,Mie,101,5166,138
19389,2021/6/25,Shiga,126,5319,0
19390,2021/6/25,Kyoto,176,16093,10
19391,2021/6/25,Osaka,1441,98054,815
19392,2021/6/25,Hyogo,284,39234,1
19393,2021/6/25,Nara,164,7951,0
19394,2021/6/25,Wakayama,17,2547,58
19395,2021/6/25,Tottori,2,455,7
19396,2021/6/25,Shimane,3,547,0
19397,2021/6/25,Okayama,72,7385,1
19398,2021/6/25,Hiroshima,191,11058,38
19399,2021/6/25,Yamaguchi,75,2973,0
19400,2021/6/25,Tokushima,11,1580,0
19401,2021/6/25,Kagawa,29,2037,5
19402,2021/6/25,Ehime,16,2661,0
19403,2021/6/25,Kochi,90,1663,0
19404,2021/6/25,Fukuoka,588,34238,32
19405,2021/6/25,Saga,17,2549,37
19406,2021/6/25,Kumamoto,85,6266,0
19407,2021/6/25,Oita,41,3388,0
19408,2021/6/25,Miyazaki,20,3019,10
19409,2021/6/25,Kagoshima,59,3586,36
19410,2021/6/25,Okinawa,1351,18948,6
19411,2021/6/26,ALL,17210,758887,1381
19412,2021/6/26,Hokkaido,1415,38516,97
19413,2021/6/26,Aomori,33,2412,0
19414,2021/6/26,Iwate,50,1563,0
19415,2021/6/26,Miyagi,64,8949,3
19416,2021/6/26,Akita,62,743,0
19417,2021/6/26,Yamagata,13,1960,0
19418,2021/6/26,Fukushima,117,4562,0
19419,2021/6/26,Ibaraki,251,10027,0
19420,2021/6/26,Tochigi,217,6641,0
19421,2021/6/26,Gunma,56,7814,0
19422,2021/6/26,Saitama,1013,44257,0
19423,2021/6/26,Chiba,1029,38093,0
19424,2021/6/26,Tokyo,4154,165665,0
19425,2021/6/26,Kanagawa,1618,64044,0
19426,2021/6/26,Niigata,51,3299,0
19427,2021/6/26,Toyama,63,1936,0
19428,2021/6/26,Ishikawa,46,3764,2
19429,2021/6/26,Fukui,165,1041,0
19430,2021/6/26,Yamanashi,222,1816,0
19431,2021/6/26,Nagano,78,4929,75
19432,2021/6/26,Gifu,156,9087,0
19433,2021/6/26,Shizuoka,315,8741,0
19434,2021/6/26,Aichi,1206,48659,0
19435,2021/6/26,Mie,101,5171,138
19436,2021/6/26,Shiga,113,5334,0
19437,2021/6/26,Kyoto,158,16120,20
19438,2021/6/26,Osaka,1457,98121,813
19439,2021/6/26,Hyogo,266,39271,3
19440,2021/6/26,Nara,170,7964,0
19441,2021/6/26,Wakayama,16,2549,58
19442,2021/6/26,Tottori,2,455,7
19443,2021/6/26,Shimane,2,549,0
19444,2021/6/26,Okayama,72,7385,4
19445,2021/6/26,Hiroshima,187,11074,35
19446,2021/6/26,Yamaguchi,65,2988,0
19447,2021/6/26,Tokushima,12,1580,0
19448,2021/6/26,Kagawa,26,2040,5
19449,2021/6/26,Ehime,13,2664,0
19450,2021/6/26,Kochi,93,1671,0
19451,2021/6/26,Fukuoka,514,34344,37
19452,2021/6/26,Saga,17,2549,36
19453,2021/6/26,Kumamoto,85,6266,0
19454,2021/6/26,Oita,36,3393,0
19455,2021/6/26,Miyazaki,20,3019,10
19456,2021/6/26,Kagoshima,47,3600,32
19457,2021/6/26,Okinawa,1262,19111,6
19458,2021/6/27,ALL,17017,760339,1315
19459,2021/6/27,Hokkaido,1318,38599,58
19460,2021/6/27,Aomori,34,2412,0
19461,2021/6/27,Iwate,50,1571,0
19462,2021/6/27,Miyagi,59,8957,3
19463,2021/6/27,Akita,70,745,0
19464,2021/6/27,Yamagata,13,1960,0
19465,2021/6/27,Fukushima,118,4572,0
19466,2021/6/27,Ibaraki,265,10049,0
19467,2021/6/27,Tochigi,227,6651,0
19468,2021/6/27,Gunma,57,7817,0
19469,2021/6/27,Saitama,1026,44329,0
19470,2021/6/27,Chiba,1047,38183,0
19471,2021/6/27,Tokyo,4135,166069,0
19472,2021/6/27,Kanagawa,1697,64169,0
19473,2021/6/27,Niigata,51,3299,0
19474,2021/6/27,Toyama,58,1941,0
19475,2021/6/27,Ishikawa,43,3768,2
19476,2021/6/27,Fukui,163,1054,0
19477,2021/6/27,Yamanashi,222,1816,0
19478,2021/6/27,Nagano,77,4934,75
19479,2021/6/27,Gifu,143,9102,0
19480,2021/6/27,Shizuoka,346,8741,0
19481,2021/6/27,Aichi,1096,48810,0
19482,2021/6/27,Mie,102,5172,138
19483,2021/6/27,Shiga,106,5345,0
19484,2021/6/27,Kyoto,164,16134,14
19485,2021/6/27,Osaka,1413,98265,809
19486,2021/6/27,Hyogo,265,39303,0
19487,2021/6/27,Nara,181,7971,0
19488,2021/6/27,Wakayama,17,2549,58
19489,2021/6/27,Tottori,2,455,7
19490,2021/6/27,Shimane,3,548,0
19491,2021/6/27,Okayama,72,7385,5
19492,2021/6/27,Hiroshima,174,11092,35
19493,2021/6/27,Yamaguchi,61,2994,0
19494,2021/6/27,Tokushima,10,1582,0
19495,2021/6/27,Kagawa,27,2041,5
19496,2021/6/27,Ehime,10,2667,0
19497,2021/6/27,Kochi,94,1679,0
19498,2021/6/27,Fukuoka,509,34386,25
19499,2021/6/27,Saga,16,2550,36
19500,2021/6/27,Kumamoto,85,6266,0
19501,2021/6/27,Oita,34,3395,0
19502,2021/6/27,Miyazaki,20,3019,10
19503,2021/6/27,Kagoshima,47,3606,29
19504,2021/6/27,Okinawa,1207,19227,6
19505,2021/6/28,ALL,16531,761879,1285
19506,2021/6/28,Hokkaido,1260,38672,50
19507,2021/6/28,Aomori,36,2412,0
19508,2021/6/28,Iwate,50,1571,0
19509,2021/6/28,Miyagi,61,8959,3
19510,2021/6/28,Akita,78,750,0
19511,2021/6/28,Yamagata,12,1961,0
19512,2021/6/28,Fukushima,124,4579,0
19513,2021/6/28,Ibaraki,256,10071,0
19514,2021/6/28,Tochigi,221,6675,0
19515,2021/6/28,Gunma,55,7822,0
19516,2021/6/28,Saitama,995,44428,0
19517,2021/6/28,Chiba,1070,38281,0
19518,2021/6/28,Tokyo,4068,166449,0
19519,2021/6/28,Kanagawa,1711,64345,0
19520,2021/6/28,Niigata,46,3305,0
19521,2021/6/28,Toyama,47,1952,0
19522,2021/6/28,Ishikawa,41,3770,3
19523,2021/6/28,Fukui,161,1064,0
19524,2021/6/28,Yamanashi,159,1908,1
19525,2021/6/28,Nagano,73,4939,75
19526,2021/6/28,Gifu,127,9121,0
19527,2021/6/28,Shizuoka,292,8816,0
19528,2021/6/28,Aichi,1058,48889,0
19529,2021/6/28,Mie,92,5184,138
19530,2021/6/28,Shiga,94,5358,0
19531,2021/6/28,Kyoto,158,16154,6
19532,2021/6/28,Osaka,1397,98306,810
19533,2021/6/28,Hyogo,271,39311,2
19534,2021/6/28,Nara,185,7980,0
19535,2021/6/28,Wakayama,18,2551,58
19536,2021/6/28,Tottori,2,455,7
19537,2021/6/28,Shimane,3,548,0
19538,2021/6/28,Okayama,72,7385,5
19539,2021/6/28,Hiroshima,166,11121,20
19540,2021/6/28,Yamaguchi,60,2996,0
19541,2021/6/28,Tokushima,8,1584,0
19542,2021/6/28,Kagawa,24,2044,5
19543,2021/6/28,Ehime,9,2668,0
19544,2021/6/28,Kochi,99,1686,0
19545,2021/6/28,Fukuoka,491,34429,16
19546,2021/6/28,Saga,16,2551,37
19547,2021/6/28,Kumamoto,74,6287,0
19548,2021/6/28,Oita,32,3397,0
19549,2021/6/28,Miyazaki,20,3019,10
19550,2021/6/28,Kagoshima,54,3608,33
19551,2021/6/28,Okinawa,1107,19350,6
19552,2021/6/29,ALL,16159,763569,1343
19553,2021/6/29,Hokkaido,1210,38782,92
19554,2021/6/29,Aomori,41,2418,0
19555,2021/6/29,Iwate,44,1580,0
19556,2021/6/29,Miyagi,58,8966,6
19557,2021/6/29,Akita,88,754,0
19558,2021/6/29,Yamagata,12,1961,0
19559,2021/6/29,Fukushima,118,4589,0
19560,2021/6/29,Ibaraki,256,10097,0
19561,2021/6/29,Tochigi,228,6687,0
19562,2021/6/29,Gunma,47,7833,0
19563,2021/6/29,Saitama,1005,44494,0
19564,2021/6/29,Chiba,1027,38415,0
19565,2021/6/29,Tokyo,4148,166841,0
19566,2021/6/29,Kanagawa,1692,64543,0
19567,2021/6/29,Niigata,38,3308,0
19568,2021/6/29,Toyama,43,1959,0
19569,2021/6/29,Ishikawa,31,3781,3
19570,2021/6/29,Fukui,164,1073,0
19571,2021/6/29,Yamanashi,140,1933,1
19572,2021/6/29,Nagano,70,4945,75
19573,2021/6/29,Gifu,117,9136,0
19574,2021/6/29,Shizuoka,288,8840,0
19575,2021/6/29,Aichi,978,48984,0
19576,2021/6/29,Mie,86,5194,138
19577,2021/6/29,Shiga,93,5368,0
19578,2021/6/29,Kyoto,142,16175,15
19579,2021/6/29,Osaka,1293,98507,807
19580,2021/6/29,Hyogo,245,39337,3
19581,2021/6/29,Nara,199,7990,0
19582,2021/6/29,Wakayama,20,2553,58
19583,2021/6/29,Tottori,3,455,10
19584,2021/6/29,Shimane,3,549,0
19585,2021/6/29,Okayama,72,7385,5
19586,2021/6/29,Hiroshima,136,11170,13
19587,2021/6/29,Yamaguchi,52,3004,0
19588,2021/6/29,Tokushima,8,1585,0
19589,2021/6/29,Kagawa,25,2045,5
19590,2021/6/29,Ehime,10,2669,0
19591,2021/6/29,Kochi,103,1692,0
19592,2021/6/29,Fukuoka,440,34496,26
19593,2021/6/29,Saga,14,2553,36
19594,2021/6/29,Kumamoto,70,6292,0
19595,2021/6/29,Oita,29,3399,0
19596,2021/6/29,Miyazaki,20,3019,10
19597,2021/6/29,Kagoshima,53,3614,34
19598,2021/6/29,Okinawa,1115,19426,6
19599,2021/6/30,ALL,16272,765277,1468
19600,2021/6/30,Hokkaido,1118,38977,162
19601,2021/6/30,Aomori,50,2419,0
19602,2021/6/30,Iwate,49,1584,0
19603,2021/6/30,Miyagi,61,8970,5
19604,2021/6/30,Akita,99,756,0
19605,2021/6/30,Yamagata,12,1961,0
19606,2021/6/30,Fukushima,117,4604,0
19607,2021/6/30,Ibaraki,263,10117,0
19608,2021/6/30,Tochigi,238,6706,0
19609,2021/6/30,Gunma,48,7836,0
19610,2021/6/30,Saitama,1081,44525,0
19611,2021/6/30,Chiba,1036,38561,0
19612,2021/6/30,Tokyo,4434,167266,0
19613,2021/6/30,Kanagawa,1712,64731,0
19614,2021/6/30,Niigata,37,3312,0
19615,2021/6/30,Toyama,41,1962,0
19616,2021/6/30,Ishikawa,27,3786,3
19617,2021/6/30,Fukui,163,1091,0
19618,2021/6/30,Yamanashi,120,1957,1
19619,2021/6/30,Nagano,66,4954,75
19620,2021/6/30,Gifu,101,9154,0
19621,2021/6/30,Shizuoka,287,8875,0
19622,2021/6/30,Aichi,911,49099,0
19623,2021/6/30,Mie,82,5202,139
19624,2021/6/30,Shiga,88,5377,0
19625,2021/6/30,Kyoto,135,16197,27
19626,2021/6/30,Osaka,1246,98670,796
19627,2021/6/30,Hyogo,241,39363,19
19628,2021/6/30,Nara,201,8006,0
19629,2021/6/30,Wakayama,21,2555,58
19630,2021/6/30,Tottori,6,456,16
19631,2021/6/30,Shimane,3,549,0
19632,2021/6/30,Okayama,72,7385,5
19633,2021/6/30,Hiroshima,136,11170,13
19634,2021/6/30,Yamaguchi,58,3006,0
19635,2021/6/30,Tokushima,5,1588,0
19636,2021/6/30,Kagawa,20,2051,5
19637,2021/6/30,Ehime,8,2671,0
19638,2021/6/30,Kochi,103,1696,0
19639,2021/6/30,Fukuoka,399,34563,43
19640,2021/6/30,Saga,14,2553,36
19641,2021/6/30,Kumamoto,62,6306,0
19642,2021/6/30,Oita,25,3403,0
19643,2021/6/30,Miyazaki,15,3025,23
19644,2021/6/30,Kagoshima,50,3621,35
19645,2021/6/30,Okinawa,1129,19477,6
19646,2021/7/1,ALL,16249,766949,1342
19647,2021/7/1,Hokkaido,956,39105,90
19648,2021/7/1,Aomori,51,2420,0
19649,2021/7/1,Iwate,47,1588,0
19650,2021/7/1,Miyagi,70,8974,6
19651,2021/7/1,Akita,108,762,0
19652,2021/7/1,Yamagata,10,1963,0
19653,2021/7/1,Fukushima,125,4619,0
19654,2021/7/1,Ibaraki,260,10146,0
19655,2021/7/1,Tochigi,240,6731,0
19656,2021/7/1,Gunma,46,7839,0
19657,2021/7/1,Saitama,1155,44592,0
19658,2021/7/1,Chiba,1077,38659,0
19659,2021/7/1,Tokyo,4605,167766,0
19660,2021/7/1,Kanagawa,1810,64843,0
19661,2021/7/1,Niigata,33,3318,0
19662,2021/7/1,Toyama,38,1966,0
19663,2021/7/1,Ishikawa,24,3792,4
19664,2021/7/1,Fukui,162,1103,0
19665,2021/7/1,Yamanashi,97,1984,1
19666,2021/7/1,Nagano,59,4962,75
19667,2021/7/1,Gifu,81,9179,0
19668,2021/7/1,Shizuoka,308,8889,0
19669,2021/7/1,Aichi,872,49190,0
19670,2021/7/1,Mie,80,5209,139
19671,2021/7/1,Shiga,79,5390,0
19672,2021/7/1,Kyoto,136,16217,14
19673,2021/7/1,Osaka,1199,98820,795
19674,2021/7/1,Hyogo,233,39379,1
19675,2021/7/1,Nara,197,8017,0
19676,2021/7/1,Wakayama,26,2556,58
19677,2021/7/1,Tottori,15,456,8
19678,2021/7/1,Shimane,3,549,0
19679,2021/7/1,Okayama,72,7385,8
19680,2021/7/1,Hiroshima,123,11186,18
19681,2021/7/1,Yamaguchi,58,3010,0
19682,2021/7/1,Tokushima,3,1590,0
19683,2021/7/1,Kagawa,20,2051,5
19684,2021/7/1,Ehime,7,2672,0
19685,2021/7/1,Kochi,93,1713,0
19686,2021/7/1,Fukuoka,389,34616,26
19687,2021/7/1,Saga,14,2553,30
19688,2021/7/1,Kumamoto,62,6306,0
19689,2021/7/1,Oita,21,3408,0
19690,2021/7/1,Miyazaki,17,3027,23
19691,2021/7/1,Kagoshima,45,3629,34
19692,2021/7/1,Okinawa,1037,19628,6
19693,2021/7/2,ALL,16192,768722,1334
19694,2021/7/2,Hokkaido,866,39211,81
19695,2021/7/2,Aomori,57,2423,0
19696,2021/7/2,Iwate,47,1588,0
19697,2021/7/2,Miyagi,77,8981,15
19698,2021/7/2,Akita,101,776,0
19699,2021/7/2,Yamagata,10,1965,0
19700,2021/7/2,Fukushima,139,4627,0
19701,2021/7/2,Ibaraki,261,10167,0
19702,2021/7/2,Tochigi,246,6754,0
19703,2021/7/2,Gunma,45,7845,0
19704,2021/7/2,Saitama,1185,44687,0
19705,2021/7/2,Chiba,1131,38752,0
19706,2021/7/2,Tokyo,4741,168288,0
19707,2021/7/2,Kanagawa,1809,65072,0
19708,2021/7/2,Niigata,32,3324,0
19709,2021/7/2,Toyama,29,1975,0
